Symbol,RSI,Days,AR,MD
IWL,62,18,-1.956242606,93.87339601
IWL,62,19,-4.565729298,94.89640969
IWL,62,20,-5.012393597,94.73954166
IWL,63,5,-21.653169,99.03202965
IWL,63,6,-18.32523021,98.34397652
IWL,63,7,-20.77998558,98.69970306
IWL,63,8,-16.60543944,98.21144529
IWL,63,9,-8.278572397,95.45639298
IWL,63,10,-7.673993003,95.64103124
IWL,63,11,-6.736973782,95.01484763
IWL,63,12,-8.940464463,95.80785459
IWL,63,13,-7.287609402,95.74270178
IWL,63,14,-5.320203945,94.42652338
IWL,63,15,-4.179712621,91.92541374
IWL,63,16,-2.374287165,90.62799134
IWL,63,17,0.83395586,92.88033837
IWL,63,18,6.161859998,89.58283857
IWL,63,19,7.690892585,85.70701303
IWL,63,20,8.529395596,81.72073183
IWL,64,5,-20.88431265,98.47115181
IWL,64,6,-16.32051522,96.73753205
IWL,64,7,-15.06358519,97.3947999
IWL,64,8,-5.473257407,93.71113662
IWL,64,9,0.567245188,89.91159285
IWL,64,10,-0.83379584,92.25507744
IWL,64,11,-3.161640099,90.6093763
IWL,64,12,-3.612687388,90.46693309
IWL,64,13,1.365575947,83.80684913
IWL,64,14,3.391485602,84.04516591
IWL,64,15,3.754892377,85.83792123
IWL,64,16,9.978306488,81.95918576
IWL,64,17,10.67636205,79.36157866
IWL,64,18,15.1899331,72.74245188
IWL,64,19,14.07734023,65.75140914
IWL,64,20,15.1997282,63.92920492
IWL,65,5,-20.6308255,98.31725203
IWL,65,6,-13.42553167,96.03909318
IWL,65,7,-8.091989043,95.1373104
IWL,65,8,-1.967307152,88.22479669
IWL,65,9,5.825478072,83.27321935
IWL,65,10,5.305496511,79.53969565
IWL,65,11,8.591010804,72.26919758
IWL,65,12,8.044100939,68.06043726
IWL,65,13,5.604571409,79.374482
IWL,65,14,14.48817643,62.47539805
IWL,65,15,15.88708354,62.45389415
IWL,65,16,16.14600193,59.39626597
IWL,65,17,19.03907447,57.95384994
IWL,65,18,22.91994878,52.35268661
IWL,65,19,21.42315792,58.65138949
IWL,65,20,18.19695948,57.269479
IWL,66,5,-13.26549013,95.67146472
IWL,66,6,-10.62636339,95.1448323
IWL,66,7,-6.00318083,89.7820249
IWL,66,8,-2.786860241,84.7203557
IWL,66,9,2.039862878,74.34791314
IWL,66,10,5.974975436,73.18409282
IWL,66,11,6.051699489,70.09704665
IWL,66,12,10.20804202,63.97912992
IWL,66,13,15.07893951,54.65060749
IWL,66,14,12.48137018,61.57542592
IWL,66,15,14.47323902,58.30198093
IWL,66,16,16.70828919,59.6214002
IWL,66,17,20.66673842,57.07873721
IWL,66,18,21.050462,56.56547762
IWL,66,19,17.94163745,55.00574069
IWL,66,20,19.15999791,53.7857376
IWL,67,5,-6.658539109,90.41343657
IWL,67,6,-9.273057166,92.00797955
IWL,67,7,-2.727732306,84.11059728
IWL,67,8,1.789111467,73.5835578
IWL,67,9,5.829970654,75.26873116
IWL,67,10,6.378343009,63.33187696
IWL,67,11,5.55979008,65.26756757
IWL,67,12,4.598128505,69.53613614
IWL,67,13,7.386462856,56.96353929
IWL,67,14,14.29401501,51.51161642
IWL,67,15,16.08103279,46.52504213
IWL,67,16,18.24990554,49.14669328
IWL,67,17,23.35429465,46.73773333
IWL,67,18,24.44699336,46.52398627
IWL,67,19,26.2891459,42.22065673
IWL,67,20,22.05286546,43.35056146
IWL,68,5,-3.460998859,87.82172989
IWL,68,6,-4.598440026,88.63250707
IWL,68,7,-2.717871904,84.16071427
IWL,68,8,1.046523292,68.56206895
IWL,68,9,2.481844813,72.03479864
IWL,68,10,2.949921252,71.94308441
IWL,68,11,6.669487439,52.30602084
IWL,68,12,7.758497817,48.78698699
IWL,68,13,12.79936434,43.88436757
IWL,68,14,16.10285458,39.48297969
IWL,68,15,16.59531867,39.60254137
IWL,68,16,16.67598871,33.79892597
IWL,68,17,17.97317714,34.5849805
IWL,68,18,18.37322601,40.48428999
IWL,68,19,19.29414341,39.9664561
IWL,68,20,14.85353875,42.46320095
IWL,69,5,-1.451155261,85.22095389
IWL,69,6,0.007681664,83.62547409
IWL,69,7,3.829399974,71.41368702
IWL,69,8,8.767630591,68.57182035
IWL,69,9,8.263942628,59.60973004
IWL,69,10,9.007507034,58.72079563
IWL,69,11,8.576524576,54.03233233
IWL,69,12,12.87134156,43.17778978
IWL,69,13,17.17166916,43.17778627
IWL,69,14,18.87272799,36.72257541
IWL,69,15,16.25175012,33.83143143
IWL,69,16,16.82414246,33.11468218
IWL,69,17,15.33188389,32.5327276
IWL,69,18,15.51266618,37.31991407
IWL,69,19,13.48939913,41.17397511
IWL,69,20,10.4419282,36.15501576
IWL,70,5,-4.742836719,88.66983529
IWL,70,6,2.295456676,81.86762047
IWL,70,7,10.49161989,52.90937606
IWL,70,8,9.14452146,60.46619421
IWL,70,9,5.244620207,69.93247738
IWL,70,10,5.288867306,69.39026093
IWL,70,11,10.35033385,58.82232232
IWL,70,12,12.60394474,55.06056056
IWL,70,13,12.04271999,46.94384384
IWL,70,14,16.15962619,35.91947092
IWL,70,15,14.48385568,33.83143143
IWL,70,16,14.95336441,36.86899994
IWL,70,17,17.6197421,36.86902733
IWL,70,18,16.68437346,35.99654515
IWL,70,19,14.69184575,33.88294894
IWL,70,20,11.66511698,32.1376134
IWL,71,5,-1.680975447,88.50649997
IWL,71,6,6.763503454,71.01203333
IWL,71,7,12.16864986,66.21281647
IWL,71,8,5.656223184,73.59472062
IWL,71,9,8.617066367,65.13508894
IWL,71,10,11.33927206,61.67026255
IWL,71,11,11.28037113,54.51481481
IWL,71,12,11.53115988,51.86526527
IWL,71,13,10.00120153,47.93813814
IWL,71,14,14.70970527,36.42603808
IWL,71,15,17.33321923,35.27464508
IWL,71,16,15.59081495,35.2746266
IWL,71,17,19.19861311,32.3161456
IWL,71,18,18.33566868,29.13475937
IWL,71,19,14.05890616,34.17686822
IWL,71,20,11.36077307,30.31087209
IWL,72,5,6.162715472,83.21254855
IWL,72,6,6.395921475,72.42001399
IWL,72,7,6.371799317,78.63451423
IWL,72,8,12.5043149,56.40853318
IWL,72,9,11.31880977,51.25451801
IWL,72,10,13.91129841,48.19791002
IWL,72,11,12.6412848,48.1038038
IWL,72,12,13.77724993,40.97007007
IWL,72,13,15.53101901,40.36095058
IWL,72,14,19.40148084,40.76482361
IWL,72,15,15.33868425,38.7479079
IWL,72,16,14.57000288,34.41419443
IWL,72,17,16.6128532,26.75728027
IWL,72,18,14.24910775,22.69244725
IWL,72,19,12.29733434,21.29497341
IWL,72,20,10.32698647,19.23886513
IWL,73,5,6.766079421,76.10959663
IWL,73,6,11.15915024,72.70060993
IWL,73,7,9.857344808,68.65385123
IWL,73,8,13.29395303,45.96615982
IWL,73,9,13.97078549,43.15927287
IWL,73,10,16.19695979,33.87512283
IWL,73,11,15.42280436,34.47567568
IWL,73,12,16.12271579,40.97007007
IWL,73,13,20.30782162,34.32082082
IWL,73,14,17.6230058,33.70166089
IWL,73,15,15.35934745,33.83143143
IWL,73,16,12.93379842,28.1965966
IWL,73,17,13.86419819,12.3306021
IWL,73,18,14.99478267,8.512847578
IWL,73,19,11.21002229,8.5127696
IWL,73,20,9.164707711,8.512885126
IWL,74,5,11.45907349,65.52391847
IWL,74,6,17.44351288,55.59814816
IWL,74,7,16.55296411,41.79612996
IWL,74,8,14.57513155,38.63526043
IWL,74,9,20.05144076,28.51655927
IWL,74,10,21.0950059,29.04537398
IWL,74,11,18.61159925,29.17697698
IWL,74,12,20.93451163,29.00960961
IWL,74,13,16.59523534,29.00960961
IWL,74,14,17.32085493,28.1966881
IWL,74,15,12.80884787,33.83143143
IWL,74,16,12.17673063,28.1965966
IWL,74,17,13.71696186,8.512845288
IWL,74,18,12.72638968,8.512839877
IWL,74,19,9.160484679,8.512765362
IWL,74,20,7.970455522,8.512850019
IWL,75,5,10.80779687,65.99020993
IWL,75,6,17.04254467,48.62688811
IWL,75,7,20.61610664,37.9910172
IWL,75,8,21.04920127,31.86472027
IWL,75,9,22.47504646,22.58878091
IWL,75,10,21.57931229,21.19911872
IWL,75,11,24.21911775,17.92698892
IWL,75,12,17.07367887,18.12118406
IWL,75,13,19.31388702,12.38218218
IWL,75,14,18.90514133,8.512833373
IWL,75,15,15.08968539,8.512845867
IWL,75,16,13.54969087,8.5128075
IWL,75,17,11.43471491,8.512810323
IWL,75,18,9.376202225,8.512840452
IWL,75,19,7.095939571,8.512806389
IWL,75,20,6.565130855,8.512784208
IWL,76,5,11.71391193,64.79242645
IWL,76,6,15.34838502,41.252027
IWL,76,7,17.28061761,29.23044802
IWL,76,8,22.199174,21.53659307
IWL,76,9,19.61905213,20.85762899
IWL,76,10,22.13314726,18.81330627
IWL,76,11,18.04888395,13.80704889
IWL,76,12,20.42107166,12.38218218
IWL,76,13,18.46431915,12.38218218
IWL,76,14,15.63772685,8.512843666
IWL,76,15,12.96986247,8.512860346
IWL,76,16,10.15220733,8.512781956
IWL,76,17,9.171669454,8.51281177
IWL,76,18,8.500799293,8.512779323
IWL,76,19,5.664803143,8.512808157
IWL,76,20,5.519531492,8.512832577
IWL,77,5,15.35863832,42.49429837
IWL,77,6,19.9909187,38.25625738
IWL,77,7,21.57517767,29.35645268
IWL,77,8,23.00710422,20.85760092
IWL,77,9,21.41501184,17.29605742
IWL,77,10,26.31209751,12.40564928
IWL,77,11,19.85786053,12.38218218
IWL,77,12,19.1116104,12.38218218
IWL,77,13,14.05866746,12.38218218
IWL,77,14,12.77498385,8.512839392
IWL,77,15,10.15087613,8.512810956
IWL,77,16,8.672121842,8.512830692
IWL,77,17,8.30962329,8.512830692
IWL,77,18,7.39215505,8.512840684
IWL,77,19,4.899794648,8.512817038
IWL,77,20,4.851043975,8.512807943
IWL,78,5,16.68469057,40.78854849
IWL,78,6,18.18281466,36.5872082
IWL,78,7,22.836946,21.53658612
IWL,78,8,20.79007519,19.08728654
IWL,78,9,25.1772412,12.40565289
IWL,78,10,20.96880747,11.41415543
IWL,78,11,20.07148546,8.512817193
IWL,78,12,15.48652824,8.512828174
IWL,78,13,12.76925924,8.512836661
IWL,78,14,11.34962128,8.512786743
IWL,78,15,9.071607484,8.512787752
IWL,78,16,8.630719873,8.512811699
IWL,78,17,5.402340248,8.512881032
IWL,78,18,4.963453293,8.512885982
IWL,78,19,5.103170854,8.512829679
IWL,78,20,4.896137287,8.512816503
IWL,79,5,18.68312591,38.80678825
IWL,79,6,19.73613236,31.45894623
IWL,79,7,19.75511408,20.85761304
IWL,79,8,19.30132617,13.64730624
IWL,79,9,18.22283725,12.40565213
IWL,79,10,19.90216947,8.512813192
IWL,79,11,15.22784675,8.512824852
IWL,79,12,11.42220178,8.512838116
IWL,79,13,10.09686871,8.51284076
IWL,79,14,7.849381316,8.512812852
IWL,79,15,6.96575664,8.512812852
IWL,79,16,5.767842665,8.512819392
IWL,79,17,5.203910764,8.512787402
IWL,79,18,4.891553995,8.512855676
IWL,79,19,5.075731248,8.512879772
IWL,79,20,5.083148987,8.512815783
IWL,80,5,19.18458987,32.24461132
IWL,80,6,17.34028643,25.3212907
IWL,80,7,20.59007544,19.0865341
IWL,80,8,17.91662124,12.40561118
IWL,80,9,16.35888201,13.9415148
IWL,80,10,15.35986524,8.512843479
IWL,80,11,11.79311657,8.51286857
IWL,80,12,9.236972098,8.512749784
IWL,80,13,7.310735438,8.512814441
IWL,80,14,7.091794807,8.51284002
IWL,80,15,5.600139138,8.512876706
IWL,80,16,5.344476163,8.512785823
IWL,80,17,5.079373201,8.51289413
IWL,80,18,5.078446445,8.512810596
IWL,80,19,3.714610443,8.5128993
IWL,80,20,3.71736593,8.512815783
IWL,81,5,13.52281648,26.57850846
IWL,81,6,17.60813893,20.85758414
IWL,81,7,18.1517288,13.61916126
IWL,81,8,17.41550072,11.41415568
IWL,81,9,16.81659859,8.512830808
IWL,81,10,12.45327563,8.512827509
IWL,81,11,8.708036752,8.512749784
IWL,81,12,7.035953077,8.512806118
IWL,81,13,6.45239226,8.512875709
IWL,81,14,5.28012461,8.512785204
IWL,81,15,4.889462443,8.512810596
IWL,81,16,4.615487747,8.512805407
IWL,81,17,4.616856385,8.51289413
IWL,81,18,3.303167259,7.999393266
IWL,81,19,3.600547411,4.686743368
IWL,81,20,3.60326855,4.686776664
IWL,82,5,14.29950685,26.57848448
IWL,82,6,17.97978455,18.3614837
IWL,82,7,17.34475514,12.4056109
IWL,82,8,16.69487402,13.94151686
IWL,82,9,13.44886064,8.512835704
IWL,82,10,10.80733805,8.512824816
IWL,82,11,7.232305819,8.512876597
IWL,82,12,6.931703093,8.512797824
IWL,82,13,5.281103158,8.512877719
IWL,82,14,5.503450759,8.512810596
IWL,82,15,4.658552673,7.999393266
IWL,82,16,4.658265961,7.999364742
IWL,82,17,3.947710536,1.391636521
IWL,82,18,3.950536774,1.391646823
IWL,82,19,3.090219306,1.391709373
IWL,82,20,3.092775268,1.391581748
IWL,83,5,13.31183918,25.32125303
IWL,83,6,17.21280051,15.64351691
IWL,83,7,17.13934712,11.41415313
IWL,83,8,16.54022159,8.512836435
IWL,83,9,12.34943715,8.512806794
IWL,83,10,9.36173219,8.512823126
IWL,83,11,6.97757981,7.999347997
IWL,83,12,5.835097103,7.999393861
IWL,83,13,5.543232798,7.999364742
IWL,83,14,5.01139663,4.20517888
IWL,83,15,5.313845833,1.391646823
IWL,83,16,3.946548454,1.391636521
IWL,83,17,3.086755619,1.391661117
IWL,83,18,3.089309367,1.391709373
IWL,83,19,3.090219306,1.391709373
IWL,83,20,3.092775268,1.391581748
IWL,84,5,16.64350871,19.28480694
IWL,84,6,15.87036001,14.90858397
IWL,84,7,15.83990749,13.94150593
IWL,84,8,13.82941329,7.999393663
IWL,84,9,10.62010663,7.999388549
IWL,84,10,7.466780674,7.999362831
IWL,84,11,6.062503893,7.999393861
IWL,84,12,5.894461141,4.205120743
IWL,84,13,5.309008212,1.391636521
IWL,84,14,5.312266298,1.391646823
IWL,84,15,4.442077974,1.391621424
IWL,84,16,3.085847242,1.391661117
IWL,84,17,3.086755619,1.391661117
IWL,84,18,2.512414544,1.592037349
IWL,84,19,2.579939512,0.388504199
IWL,84,20,2.2567008,0.388419457
IWL,85,5,19.62278026,18.36148434
IWL,85,6,15.29867208,12.40564321
IWL,85,7,14.33145034,7.99937998
IWL,85,8,10.8281783,6.125063756
IWL,85,9,8.388063776,4.205184573
IWL,85,10,6.598984588,4.205085895
IWL,85,11,6.195835005,1.391636521
IWL,85,12,5.57855492,1.391636521
IWL,85,13,4.437784178,1.391661117
IWL,85,14,4.440763003,1.391709373
IWL,85,15,2.782333149,1.592029525
IWL,85,16,2.618011482,0.388588589
IWL,85,17,2.576789602,0.388588589
IWL,85,18,2.253746646,0.388504199
IWL,85,19,2.254402279,0.388504199
IWL,85,20,2.2567008,0.388419457
IWL,86,5,18.80855897,14.39504127
IWL,86,6,16.22437455,13.94152165
IWL,86,7,12.81877814,6.125063339
IWL,86,8,8.853498523,4.488414428
IWL,86,9,6.936409687,4.205085895
IWL,86,10,6.712190938,1.391646823
IWL,86,11,5.576896079,1.391636521
IWL,86,12,4.436471265,1.391661117
IWL,86,13,4.240053836,0.388588589
IWL,86,14,2.618110337,0.388504199
IWL,86,15,2.251765539,0.388504199
IWL,86,16,2.250795646,0.388588589
IWL,86,17,2.251450023,0.388588589
IWL,86,18,2.253746646,0.388504199
IWL,86,19,2.254402279,0.388504199
IWL,86,20,1.293915348,0.388419457
IWL,87,5,17.12136973,12.40563631
IWL,87,6,15.97116646,7.759936794
IWL,87,7,10.65006081,6.125045643
IWL,87,8,7.45896064,3.881739402
IWL,87,9,6.712190938,1.391646823
IWL,87,10,4.395654585,1.592029525
IWL,87,11,3.961887638,0.388588589
IWL,87,12,3.963057116,0.388588589
IWL,87,13,2.248812806,0.388588589
IWL,87,14,2.251105944,0.388504199
IWL,87,15,2.251765539,0.388504199
IWL,87,16,2.250795646,0.388588589
IWL,87,17,1.28954773,0.388588589
IWL,87,18,1.291539116,0.388504199
IWL,87,19,1.291916211,0.388504199
IWL,87,20,1.293915348,0.388419457
IWL,88,5,15.39004251,12.40564372
IWL,88,6,12.63946359,6.125041597
IWL,88,7,8.775329147,4.488414428
IWL,88,8,6.74780216,3.009256248
IWL,88,9,5.118655433,0.388504199
IWL,88,10,3.962374029,0.388504199
IWL,88,11,3.632722836,0.388588589
IWL,88,12,2.248159967,0.388588589
IWL,88,13,2.248812806,0.388588589
IWL,88,14,2.251105944,0.388504199
IWL,88,15,1.290415356,0.388504199
IWL,88,16,1.289171549,0.388588589
IWL,88,17,1.28954773,0.388588589
IWL,88,18,1.291539116,0.388504199
IWL,88,19,1.291916211,0.388504199
IWL,88,20,1.293915348,0.388419457
IWL,89,5,15.6301783,8.178993566
IWL,89,6,9.899708082,6.125065124
IWL,89,7,6.853559699,6.393105802
IWL,89,8,5.350660801,0.388504199
IWL,89,9,3.899962237,0.388504199
IWL,89,10,3.590985989,0.388504199
IWL,89,11,3.590394889,0.388588589
IWL,89,12,2.248159967,0.388588589
IWL,89,13,1.288044322,0.388588589
IWL,89,14,1.290032935,0.388504199
IWL,89,15,1.290415356,0.388504199
IWL,89,16,1.289171549,0.388588589
IWL,89,17,1.28954773,0.388588589
IWL,89,18,1.291539116,0.388504199
IWL,89,19,1.291916211,0.388504199
IWL,89,20,1.293915348,0.388419457
IWL,90,5,13.36652758,7.307056486
IWL,90,6,7.700961001,8.004867811
IWL,90,7,5.912891483,0.388504199
IWL,90,8,3.899962237,0.388504199
IWL,90,9,3.590985989,0.388504199
IWL,90,10,3.590985989,0.388504199
IWL,90,11,1.287293931,0.388588589
IWL,90,12,1.287669017,0.388588589
IWL,90,13,1.288044322,0.388588589
IWL,90,14,1.290032935,0.388504199
IWL,90,15,1.290415356,0.388504199
IWL,90,16,1.289171549,0.388588589
IWL,90,17,1.28954773,0.388588589
IWL,90,18,1.291539116,0.388504199
IWL,90,19,1.291916211,0.388504199
IWL,90,20,1.293915348,0.388419457
IVW,60,5,-35.237255,99.91319395
IVW,60,6,-30.46709189,99.7328502
IVW,60,7,-30.78475768,99.70465247
IVW,60,8,-28.81772159,99.71270515
IVW,60,9,-26.08711556,99.48306594
IVW,60,10,-18.41953504,98.59732303
IVW,60,11,-19.5481253,98.63586864
IVW,60,12,-16.48130874,97.9749969
IVW,60,13,-20.28465419,98.76348916
IVW,60,14,-18.09037115,98.9220518
IVW,60,15,-20.02296636,98.50010577
IVW,60,16,-15.57082686,98.09999832
IVW,60,17,-13.05805982,97.93266087
IVW,60,18,-9.980065659,97.52328466
IVW,60,19,-7.756000891,95.92302522
IVW,60,20,-10.46913158,95.26639668
IVW,61,5,-31.80452112,99.85937772
IVW,61,6,-24.98260105,99.37611421
IVW,61,7,-22.81578347,98.98120048
IVW,61,8,-22.83268494,99.13070556
IVW,61,9,-18.79005974,98.21604192
IVW,61,10,-15.85308062,98.60505407
IVW,61,11,-11.15957868,97.92087521
IVW,61,12,-11.7331181,98.16942377
IVW,61,13,-8.574437445,97.93640185
IVW,61,14,-4.555190557,96.44735791
IVW,61,15,-6.687574961,96.59183689
IVW,61,16,-5.931420079,96.59247975
IVW,61,17,-2.550069845,95.87461665
IVW,61,18,-7.221463231,97.02355521
IVW,61,19,-7.347316901,96.59966719
IVW,61,20,-2.37518509,93.81462956
IVW,62,5,-29.10339409,99.73863392
IVW,62,6,-22.97566114,98.88408166
IVW,62,7,-21.13303167,98.6104511
IVW,62,8,-14.24520121,95.42349437
IVW,62,9,-16.28184881,98.14731243
IVW,62,10,-10.8113923,96.23259026
IVW,62,11,-6.399937411,97.10267494
IVW,62,12,-1.468568705,96.27669275
IVW,62,13,-2.501418876,95.60437783
IVW,62,14,-2.54720339,95.90291065
IVW,62,15,-2.092273663,96.32630505
IVW,62,16,-0.591564498,94.98899754
IVW,62,17,2.697376811,93.72054267
IVW,62,18,3.478338952,93.43461878
IVW,62,19,0.836066757,92.98371789
IVW,62,20,5.634644896,87.26048055
IVW,63,5,-20.67418848,98.96570034
IVW,63,6,-19.93768606,97.90983334
IVW,63,7,-17.0968736,97.29141713
IVW,63,8,-15.12466009,96.58969124
IVW,63,9,-6.387438382,94.13856099
IVW,63,10,-1.869467278,93.72466514
IVW,63,11,1.071172843,93.15206956
IVW,63,12,1.06216991,93.59467734
IVW,63,13,0.227823637,94.40989413
IVW,63,14,5.268600774,93.24280039
IVW,63,15,6.113366182,90.91368066
IVW,63,16,3.618812373,90.91492541
IVW,63,17,9.121303116,87.98151751
IVW,63,18,14.86445601,83.64888617
IVW,63,19,16.75286833,75.55099629
IVW,63,20,18.4245487,71.29502421
IVW,64,5,-18.54051185,98.52097368
IVW,64,6,-15.02718338,97.01128633
IVW,64,7,-12.50347124,95.49279559
IVW,64,8,-7.809535882,94.39139789
IVW,64,9,-2.393197966,91.42923525
IVW,64,10,7.846431875,91.67398539
IVW,64,11,2.495875045,90.7560235
IVW,64,12,-1.369568115,92.46564106
IVW,64,13,6.664773073,90.26787817
IVW,64,14,7.925761442,89.26432854
IVW,64,15,6.273843997,89.69009438
IVW,64,16,11.99773829,79.86789112
IVW,64,17,19.31460812,69.46144475
IVW,64,18,20.46518518,67.90828789
IVW,64,19,25.47725734,66.00269405
IVW,64,20,25.62116548,63.44549072
IVW,65,5,-18.01561874,98.28283258
IVW,65,6,-10.10836079,95.38862366
IVW,65,7,-12.70461258,94.94015328
IVW,65,8,-3.027776098,90.10372149
IVW,65,9,2.588940535,89.33006642
IVW,65,10,3.15789637,89.65768939
IVW,65,11,4.340340673,87.7666214
IVW,65,12,9.718502576,83.45517327
IVW,65,13,10.51419648,79.27346744
IVW,65,14,14.44272904,75.3681517
IVW,65,15,15.18900654,60.61432187
IVW,65,16,19.92847274,55.06842879
IVW,65,17,28.17559292,52.34167077
IVW,65,18,33.21589004,48.82006006
IVW,65,19,26.38523969,55.68775672
IVW,65,20,22.95960223,55.68774017
IVW,66,5,-13.32362884,95.76394265
IVW,66,6,-11.13874325,96.34049666
IVW,66,7,-6.446660764,91.18572189
IVW,66,8,-3.001594707,90.48262671
IVW,66,9,0.211635255,92.34836814
IVW,66,10,3.929764972,82.44689312
IVW,66,11,4.962513178,83.97657658
IVW,66,12,8.521456104,78.02876258
IVW,66,13,15.17009043,64.15098616
IVW,66,14,17.26625566,54.70730362
IVW,66,15,20.68850166,45.62224692
IVW,66,16,31.46543981,45.47185855
IVW,66,17,32.35998622,42.69157884
IVW,66,18,31.52876503,42.29185071
IVW,66,19,28.057106,39.558566
IVW,66,20,25.55490755,39.55857682
IVW,67,5,-13.03505092,95.80304165
IVW,67,6,-9.745376029,93.63080063
IVW,67,7,-0.676399243,89.10020832
IVW,67,8,1.105130527,90.66599054
IVW,67,9,1.699504364,84.91875883
IVW,67,10,4.849278364,82.22059069
IVW,67,11,9.07470333,69.84784785
IVW,67,12,8.922001508,66.75445445
IVW,67,13,9.81265416,56.73237265
IVW,67,14,17.65622699,50.03691168
IVW,67,15,24.65515176,46.34507802
IVW,67,16,23.49655372,46.3450691
IVW,67,17,28.98813198,41.7044551
IVW,67,18,29.74532189,41.70444935
IVW,67,19,23.85049823,41.70444472
IVW,67,20,20.33387794,41.70446384
IVW,68,5,-11.00522206,91.53547548
IVW,68,6,-4.317567592,88.98770944
IVW,68,7,4.270662043,83.75161661
IVW,68,8,6.711389629,83.41777072
IVW,68,9,9.181586893,75.80436178
IVW,68,10,7.51614124,75.09434132
IVW,68,11,5.186162465,76.9007007
IVW,68,12,6.83270066,65.31031031
IVW,68,13,14.89257742,56.87197197
IVW,68,14,19.70031835,53.10763626
IVW,68,15,20.07167117,41.70446058
IVW,68,16,17.53064866,41.70443923
IVW,68,17,20.35912336,41.70446897
IVW,68,18,20.81795132,41.70445947
IVW,68,19,21.26779688,41.70444131
IVW,68,20,19.21725813,41.66730729
IVW,69,5,-7.152383854,90.60140715
IVW,69,6,0.706663425,90.28368161
IVW,69,7,4.223619775,90.00387511
IVW,69,8,7.161121279,84.41539465
IVW,69,9,4.829947232,78.53312792
IVW,69,10,5.597905579,77.41555675
IVW,69,11,8.375809837,65.81671672
IVW,69,12,9.266734911,65.42122122
IVW,69,13,13.65666851,51.54754755
IVW,69,14,17.55240338,47.79415873
IVW,69,15,13.93629303,44.58758759
IVW,69,16,15.34337992,41.704412
IVW,69,17,16.37754872,41.70442641
IVW,69,18,21.18899274,41.66729498
IVW,69,19,17.6909945,41.66730058
IVW,69,20,14.09028797,41.66733888
IVW,70,5,-5.917932798,93.52610809
IVW,70,6,0.658157937,92.44550191
IVW,70,7,5.688185247,90.40796786
IVW,70,8,10.16068314,75.23931471
IVW,70,9,3.875884177,79.45249979
IVW,70,10,13.1571458,54.61009477
IVW,70,11,8.168207604,62.55475475
IVW,70,12,11.28059028,52.93123123
IVW,70,13,14.90632222,44.9974975
IVW,70,14,16.3391252,44.47894467
IVW,70,15,15.07755553,41.7045124
IVW,70,16,17.93360822,41.90054552
IVW,70,17,19.77940204,39.97287595
IVW,70,18,20.30195947,39.2779947
IVW,70,19,17.53594534,30.98931069
IVW,70,20,18.57322825,30.98937848
IVW,71,5,-2.814557413,92.3298839
IVW,71,6,4.329326179,91.16679656
IVW,71,7,13.10170103,74.89759545
IVW,71,8,8.787517498,79.40296193
IVW,71,9,10.8235839,63.53575633
IVW,71,10,10.83285113,58.39791607
IVW,71,11,12.81204397,39.67422005
IVW,71,12,15.66849958,48.00760761
IVW,71,13,18.2952419,39.45156563
IVW,71,14,18.61521245,39.41292882
IVW,71,15,15.51107043,39.41297747
IVW,71,16,16.65208096,38.71152988
IVW,71,17,21.07481269,29.75736695
IVW,71,18,18.72297259,26.1372377
IVW,71,19,16.30537957,29.39319504
IVW,71,20,10.97274184,36.90943091
IVW,72,5,0.391573849,93.47747729
IVW,72,6,10.87478055,82.61011665
IVW,72,7,9.611771512,82.45648092
IVW,72,8,8.422877061,72.33794539
IVW,72,9,12.26287267,54.96044037
IVW,72,10,13.03327138,41.81969092
IVW,72,11,19.97514895,39.41290248
IVW,72,12,20.93503312,32.8096452
IVW,72,13,18.84229277,32.80964902
IVW,72,14,21.5804294,27.42152296
IVW,72,15,17.27909841,33.16522606
IVW,72,16,18.16282649,35.94799233
IVW,72,17,17.0791588,28.36061822
IVW,72,18,14.85838616,30.30282166
IVW,72,19,11.25322574,29.7571037
IVW,72,20,10.46517933,23.05033493
IVW,73,5,7.999690389,88.13164936
IVW,73,6,13.02316747,79.15720497
IVW,73,7,11.07192483,71.51727332
IVW,73,8,16.62106307,46.85044791
IVW,73,9,14.28159332,38.95607756
IVW,73,10,19.53795043,30.37996445
IVW,73,11,19.57075646,29.2579994
IVW,73,12,17.75886657,32.24479278
IVW,73,13,19.57195864,35.00825649
IVW,73,14,21.60240222,35.86896309
IVW,73,15,22.35579293,28.57733442
IVW,73,16,16.37257445,27.98009438
IVW,73,17,15.21876253,20.47418583
IVW,73,18,14.45508239,20.34827003
IVW,73,19,10.80364085,21.51924957
IVW,73,20,10.88192409,15.79337743
IVW,74,5,14.56130338,81.5434727
IVW,74,6,19.28920026,73.13394257
IVW,74,7,17.03099214,52.62900701
IVW,74,8,15.04914748,36.76125077
IVW,74,9,17.02044813,31.74155948
IVW,74,10,20.11443414,33.463551
IVW,74,11,18.90260031,32.1092257
IVW,74,12,18.91913168,33.89101037
IVW,74,13,21.73554625,32.54994408
IVW,74,14,22.76893945,26.58096058
IVW,74,15,18.18761906,15.64233585
IVW,74,16,15.01381212,20.34829579
IVW,74,17,13.67568792,20.34827689
IVW,74,18,12.45103087,21.51916337
IVW,74,19,12.44485945,9.836889767
IVW,74,20,12.84962756,8.512829526
IVW,75,5,14.22764153,79.94592512
IVW,75,6,20.71528693,62.54070532
IVW,75,7,18.37178116,48.53513318
