Symbol,RSI,Days,AR,MD
IWF,74,20,7.675201659,9.059518628
IWF,75,5,15.76322407,67.01212024
IWF,75,6,18.89250731,58.43535372
IWF,75,7,15.1239069,51.20324008
IWF,75,8,15.72747036,35.84398078
IWF,75,9,16.68382836,35.84398078
IWF,75,10,18.37124133,29.6487513
IWF,75,11,20.06011357,26.55353428
IWF,75,12,23.66806714,20.43795342
IWF,75,13,24.08504852,18.75234339
IWF,75,14,22.18145866,15.64232508
IWF,75,15,15.04609134,17.47941981
IWF,75,16,15.14155901,12.70946698
IWF,75,17,13.40791776,12.72855055
IWF,75,18,10.38746652,12.72854525
IWF,75,19,8.777221657,5.408248505
IWF,75,20,8.588114747,5.408286063
IWF,76,5,10.98424803,75.21871843
IWF,76,6,16.02708972,60.79635435
IWF,76,7,13.4396329,49.51687995
IWF,76,8,17.48290473,35.84389706
IWF,76,9,18.75764531,28.53436442
IWF,76,10,20.16155167,29.95666293
IWF,76,11,22.93285851,20.4379533
IWF,76,12,23.2563523,18.05237831
IWF,76,13,19.47932848,14.62417238
IWF,76,14,16.02852139,18.28563076
IWF,76,15,14.71402025,12.72857289
IWF,76,16,12.07836527,12.72853829
IWF,76,17,10.03952652,9.023869141
IWF,76,18,8.79208813,5.408288572
IWF,76,19,8.724186893,5.408239905
IWF,76,20,7.301112992,5.408222351
IWF,77,5,11.54956465,68.90098783
IWF,77,6,16.14415873,50.99126586
IWF,77,7,14.53805902,38.90754721
IWF,77,8,18.04997602,34.80166178
IWF,77,9,18.87877958,23.64379016
IWF,77,10,20.38722767,23.49264232
IWF,77,11,21.54740823,17.39888574
IWF,77,12,17.14226244,14.6241628
IWF,77,13,16.23908717,14.62421605
IWF,77,14,12.64451812,12.72861926
IWF,77,15,10.33229167,12.72860507
IWF,77,16,9.712444449,9.023869141
IWF,77,17,8.212297068,5.408257134
IWF,77,18,8.143607641,5.408299682
IWF,77,19,6.750257752,5.408257091
IWF,77,20,5.891900873,5.408299762
IWF,78,5,13.33562971,65.501693
IWF,78,6,10.99879054,60.02379632
IWF,78,7,15.17681202,36.65067914
IWF,78,8,18.83109437,30.04542557
IWF,78,9,15.90289329,33.96588499
IWF,78,10,19.68846808,17.39891675
IWF,78,11,16.61380455,14.62415662
IWF,78,12,16.14068207,14.62412857
IWF,78,13,12.95426509,12.72859403
IWF,78,14,13.14741514,9.023853251
IWF,78,15,10.55581403,5.408233738
IWF,78,16,8.039346961,5.408240702
IWF,78,17,7.494636414,5.40830855
IWF,78,18,5.934161175,4.686714467
IWF,78,19,5.75125121,4.686766982
IWF,78,20,4.253105646,4.686576146
IWF,79,5,12.14924477,64.97303707
IWF,79,6,10.18547262,47.53361882
IWF,79,7,14.75240957,33.50469791
IWF,79,8,14.2622507,25.76147506
IWF,79,9,16.89319392,20.43796089
IWF,79,10,21.20349766,14.62419531
IWF,79,11,15.71188505,14.62419219
IWF,79,12,13.43258138,10.14992907
IWF,79,13,11.99007897,9.023852749
IWF,79,14,10.4331039,5.408253366
IWF,79,15,7.914540945,4.686751907
IWF,79,16,7.031554889,4.686714586
IWF,79,17,5.713303605,4.686605919
IWF,79,18,5.706254781,4.686543478
IWF,79,19,3.384636505,4.686580816
IWF,79,20,3.824183556,1.39163296
IWF,80,5,7.904628765,67.13826205
IWF,80,6,7.981111867,50.44820094
IWF,80,7,12.37611385,36.1475035
IWF,80,8,15.79764401,22.06276738
IWF,80,9,19.49824099,14.62417086
IWF,80,10,15.40944768,14.62422261
IWF,80,11,14.06937922,8.921339802
IWF,80,12,12.04024123,9.023840267
IWF,80,13,11.11470202,4.686771947
IWF,80,14,8.633157701,4.686553653
IWF,80,15,6.811623754,4.686575979
IWF,80,16,5.869153879,4.686562617
IWF,80,17,5.180876489,1.391656135
IWF,80,18,3.513581904,1.592108822
IWF,80,19,2.852572955,0.388504199
IWF,80,20,2.855060723,0.388419457
IWF,81,5,7.314603492,56.02740419
IWF,81,6,11.99948576,33.50453405
IWF,81,7,13.54759723,22.13422432
IWF,81,8,16.68511908,17.39891201
IWF,81,9,15.91147064,14.62419821
IWF,81,10,14.85148822,13.24341897
IWF,81,11,12.02842984,9.023840267
IWF,81,12,10.88087609,4.686557066
IWF,81,13,8.303750509,4.686565928
IWF,81,14,6.724681948,4.686585935
IWF,81,15,5.03566284,1.592083036
IWF,81,16,3.617160676,1.319849996
IWF,81,17,3.620699366,0.407207207
IWF,81,18,2.851739073,0.388504199
IWF,81,19,2.852572955,0.388504199
IWF,81,20,2.582338924,0.388419457
IWF,82,5,11.52165061,46.53063349
IWF,82,6,13.54518025,29.77281211
IWF,82,7,15.56389442,21.59094056
IWF,82,8,14.55597372,14.62420796
IWF,82,9,14.63933859,14.62416193
IWF,82,10,12.90160675,8.92135063
IWF,82,11,10.3215346,9.023852749
IWF,82,12,8.341267959,3.504770445
IWF,82,13,7.038491432,1.31982789
IWF,82,14,4.978748564,1.319750398
IWF,82,15,3.534152678,1.319814378
IWF,82,16,3.619631119,0.407207207
IWF,82,17,2.576789602,0.388588589
IWF,82,18,2.579186993,0.388504199
IWF,82,19,2.579939512,0.388504199
IWF,82,20,2.2567008,0.388419457
IWF,83,5,9.384209276,45.03966606
IWF,83,6,14.22349656,22.09719458
IWF,83,7,15.46757136,23.29649232
IWF,83,8,13.22982639,14.62418713
IWF,83,9,13.63281033,12.26029326
IWF,83,10,9.993837729,9.023874384
IWF,83,11,9.693474028,3.504770445
IWF,83,12,6.151127381,1.319736108
IWF,83,13,4.975597704,1.319849996
IWF,83,14,3.702785107,0.407118774
IWF,83,15,2.9975122,0.407118774
IWF,83,16,2.576038457,0.388588589
IWF,83,17,2.251450023,0.388588589
IWF,83,18,2.253746646,0.388504199
IWF,83,19,1.291916211,0.388504199
IWF,83,20,1.293915348,0.388419457
IWF,84,5,11.29769562,27.24085804
IWF,84,6,15.38774438,20.43795877
IWF,84,7,12.4110341,15.95206818
IWF,84,8,14.83737557,13.24337716
IWF,84,9,11.32314171,8.921367318
IWF,84,10,10.86361266,2.773320653
IWF,84,11,7.632920428,2.065235981
IWF,84,12,5.306599013,1.319849996
IWF,84,13,3.42564075,0.407207207
IWF,84,14,2.996630977,0.407118774
IWF,84,15,2.251765539,0.388504199
IWF,84,16,1.289171549,0.388588589
IWF,84,17,1.28954773,0.388588589
IWF,84,18,1.291539116,0.388504199
IWF,84,19,1.291916211,0.388504199
IWF,84,20,1.293915348,0.388419457
IWF,85,5,13.49260925,25.01243426
IWF,85,6,11.63793781,23.09491135
IWF,85,7,14.65261572,14.62418713
IWF,85,8,12.51192803,8.921327664
IWF,85,9,11.39958453,3.04268242
IWF,85,10,8.234849455,2.065284659
IWF,85,11,5.709034249,1.319849996
IWF,85,12,4.783381675,0.407207207
IWF,85,13,2.994109833,0.407207207
IWF,85,14,1.290032935,0.388504199
IWF,85,15,1.290415356,0.388504199
IWF,85,16,1.289171549,0.388588589
IWF,85,17,1.28954773,0.388588589
IWF,85,18,1.291539116,0.388504199
IWF,85,19,1.291916211,0.388504199
IWF,85,20,1.293915348,0.388419457
IWF,86,5,16.8210035,20.43797013
IWF,86,6,12.04124764,23.29648634
IWF,86,7,15.53085127,13.24338836
IWF,86,8,11.96642832,8.890370977
IWF,86,9,8.862591774,2.969825967
IWF,86,10,5.788558548,0.76290069
IWF,86,11,4.429182421,0.407207207
IWF,86,12,1.702622346,0.407207207
IWF,86,13,1.288044322,0.388588589
IWF,86,14,1.290032935,0.388504199
IWF,86,15,1.290415356,0.388504199
IWF,86,16,1.289171549,0.388588589
IWF,86,17,1.28954773,0.388588589
IWF,86,18,1.291539116,0.388504199
IWF,86,19,1.291916211,0.388504199
IWF,86,20,1.293915348,0.388419457
IWF,87,5,10.86272835,25.59430172
IWF,87,6,13.23480658,17.93575992
IWF,87,7,12.98635989,8.890388646
IWF,87,8,9.788831832,2.773298035
IWF,87,9,7.43318043,2.06522827
IWF,87,10,3.449125828,0.407118774
IWF,87,11,1.702125376,0.407207207
IWF,87,12,1.287669017,0.388588589
IWF,87,13,1.288044322,0.388588589
IWF,87,14,1.290032935,0.388504199
IWF,87,15,1.290415356,0.388504199
IWF,87,16,1.289171549,0.388588589
IWF,87,17,1.28954773,0.388588589
IWF,87,18,1.291539116,0.388504199
IWF,87,19,1.291916211,0.388504199
IWF,87,20,1.293915348,0.388419457
IWF,88,5,12.23497734,23.09496854
IWF,88,6,14.29715111,10.34299707
IWF,88,7,10.32201554,8.890370977
IWF,88,8,7.965223023,2.969824293
IWF,88,9,3.844872969,0.762865915
IWF,88,10,1.703246577,0.407118774
IWF,88,11,1.287293931,0.388588589
IWF,88,12,1.287669017,0.388588589
IWF,88,13,1.288044322,0.388588589
IWF,88,14,1.290032935,0.388504199
IWF,88,15,1.290415356,0.388504199
IWF,88,16,1.289171549,0.388588589
IWF,88,17,1.28954773,0.388588589
IWF,88,18,1.291539116,0.388504199
IWF,88,19,1.291916211,0.388504199
IWF,88,20,1.293915348,0.388419457
IWF,89,5,13.21561543,23.75189792
IWF,89,6,11.85019379,9.327029883
IWF,89,7,7.752054886,2.773365258
IWF,89,8,4.549278826,2.065270964
IWF,89,9,3.121681977,0.407118774
IWF,89,10,1.288536459,0.388504199
IWF,89,11,1.287293931,0.388588589
IWF,89,12,1.287669017,0.388588589
IWF,89,13,1.288044322,0.388588589
IWF,89,14,1.290032935,0.388504199
IWF,89,15,1.290415356,0.388504199
IWF,89,16,1.289171549,0.388588589
IWF,89,17,1.28954773,0.388588589
IWF,89,18,1.291539116,0.388504199
IWF,89,19,1.291916211,0.388504199
IWF,89,20,1.293915348,0.388419457
IWF,90,5,12.1113168,12.20606914
IWF,90,6,8.536046143,8.964095769
IWF,90,7,5.659117121,2.969833577
IWF,90,8,3.448097639,0.407118774
IWF,90,9,1.288536459,0.388504199
IWF,90,10,1.288536459,0.388504199
IWF,90,11,1.287293931,0.388588589
IWF,90,12,1.287669017,0.388588589
IWF,90,13,1.288044322,0.388588589
IWF,90,14,1.290032935,0.388504199
IWF,90,15,1.290415356,0.388504199
IWF,90,16,1.289171549,0.388588589
IWF,90,17,1.28954773,0.388588589
IWF,90,18,1.291539116,0.388504199
IWF,90,19,1.291916211,0.388504199
IWF,90,20,1.293915348,0.388419457
IYY,60,5,-38.75419216,99.92197537
IYY,60,6,-34.0519552,99.80054764
IYY,60,7,-33.1060523,99.71877766
IYY,60,8,-30.13404042,99.65314777
IYY,60,9,-28.24136601,99.44696476
IYY,60,10,-23.95184953,99.06682534
IYY,60,11,-19.61423003,98.15934542
IYY,60,12,-19.42366844,98.40762073
IYY,60,13,-17.84786296,98.32974356
IYY,60,14,-15.41018539,97.98852197
IYY,60,15,-15.75186486,97.85670579
IYY,60,16,-13.71206377,97.56364941
IYY,60,17,-9.218511051,96.29831527
IYY,60,18,-10.26624306,96.64343594
IYY,60,19,-13.62574348,98.06651028
IYY,60,20,-15.00738875,97.24790487
IYY,61,5,-34.74977644,99.81242094
IYY,61,6,-28.60484137,99.31957617
IYY,61,7,-26.9899424,99.20750823
IYY,61,8,-25.94555465,99.22127644
IYY,61,9,-23.19206473,98.67471557
IYY,61,10,-20.64680987,98.54154823
IYY,61,11,-21.22575927,98.91199148
IYY,61,12,-19.09791859,98.35839534
IYY,61,13,-13.56868345,97.03098477
IYY,61,14,-13.13019478,96.61835749
IYY,61,15,-9.522398344,95.62406759
IYY,61,16,-14.26234893,97.96283095
IYY,61,17,-12.63552549,98.20493226
IYY,61,18,-11.40474184,97.95749872
IYY,61,19,-10.94728535,97.4970118
IYY,61,20,-10.61987192,95.84145245
IYY,62,5,-31.48188967,99.62943164
IYY,62,6,-31.87508658,99.66809562
IYY,62,7,-24.91784504,98.69595545
IYY,62,8,-25.53388694,98.96627777
IYY,62,9,-20.68556236,98.51952313
IYY,62,10,-22.51465717,98.9423179
IYY,62,11,-19.39282146,98.13462619
IYY,62,12,-17.14356945,97.1068054
IYY,62,13,-14.27020547,97.08707877
IYY,62,14,-11.83670651,97.07412868
IYY,62,15,-13.56807979,97.23396557
IYY,62,16,-9.420963332,95.49751809
IYY,62,17,-3.314467565,93.12253018
IYY,62,18,-1.464502041,90.46185319
IYY,62,19,-0.942108844,87.99964217
IYY,62,20,-1.777381709,87.55363867
IYY,63,5,-32.70756229,99.69827148
IYY,63,6,-28.48036659,99.30678683
IYY,63,7,-31.73113279,99.62274149
IYY,63,8,-23.73085411,98.85482487
IYY,63,9,-20.7732236,98.50168085
IYY,63,10,-17.44300816,97.84275888
IYY,63,11,-14.28565433,96.28657127
IYY,63,12,-15.08768352,96.77389245
IYY,63,13,-11.89851884,95.90208808
IYY,63,14,-7.69933483,94.84356169
IYY,63,15,-5.226942839,91.85518744
IYY,63,16,-2.187881088,87.56370399
IYY,63,17,1.340137597,83.13766452
IYY,63,18,1.482041538,84.86453045
IYY,63,19,3.739562641,82.35822362
IYY,63,20,2.041394676,76.76089207
IYY,64,5,-28.87625281,99.48114504
IYY,64,6,-27.03268073,99.19771747
IYY,64,7,-22.74243619,98.50516972
IYY,64,8,-23.32231171,98.66101232
IYY,64,9,-19.96373858,98.18720928
IYY,64,10,-14.10310654,95.069568
IYY,64,11,-11.52479444,95.41658341
IYY,64,12,-10.56671054,94.15564486
IYY,64,13,-6.82246006,91.6385721
IYY,64,14,-0.565777774,84.70320274
IYY,64,15,-1.178225704,83.41678083
IYY,64,16,4.960284433,78.79109905
IYY,64,17,10.50211348,74.28578834
IYY,64,18,14.75560714,64.87882151
IYY,64,19,9.281056981,69.85823214
IYY,64,20,8.695234446,65.45814251
IYY,65,5,-20.86742234,98.42594926
IYY,65,6,-22.26094801,98.43631129
IYY,65,7,-20.37400933,97.49344923
IYY,65,8,-17.0234157,94.81182552
IYY,65,9,-10.85434337,93.14661799
IYY,65,10,-13.38149755,94.33267125
IYY,65,11,-11.27313197,92.86459215
IYY,65,12,-1.426227782,84.25867762
IYY,65,13,2.347494799,74.97841342
IYY,65,14,3.860693094,69.91672286
IYY,65,15,5.099104167,69.25901997
IYY,65,16,4.726135032,68.94880345
IYY,65,17,4.899047851,75.80313958
IYY,65,18,6.584140901,72.09126852
IYY,65,19,7.623746791,74.21583309
IYY,65,20,5.000090278,71.9543123
IYY,66,5,-17.01872493,97.4209784
IYY,66,6,-19.74487478,97.08667808
IYY,66,7,-14.73507983,92.47215318
IYY,66,8,-13.73137748,93.98157878
IYY,66,9,-12.86458484,93.84786394
IYY,66,10,-4.776833736,88.15384685
IYY,66,11,-1.111482053,81.8032032
IYY,66,12,-0.838976844,75.41681682
IYY,66,13,2.101655606,68.26064811
IYY,66,14,6.613856967,66.8436759
IYY,66,15,6.223054763,64.95860074
IYY,66,16,6.245535943,66.57825868
IYY,66,17,13.72802547,57.83780477
IYY,66,18,16.51486975,60.7334208
IYY,66,19,13.07040709,54.24342587
IYY,66,20,14.11854719,54.5114525
IYY,67,5,-17.43500529,96.74973136
IYY,67,6,-11.8824176,91.41849633
IYY,67,7,-11.86935583,91.08872997
IYY,67,8,-6.985467776,87.9888015
IYY,67,9,-5.442387286,85.76635862
IYY,67,10,-2.217565719,81.23028832
IYY,67,11,0.350633561,70.61131131
IYY,67,12,0.921922188,74.38308308
IYY,67,13,2.404873838,70.1029029
IYY,67,14,2.97870832,71.08003431
IYY,67,15,7.43391589,51.80987277
IYY,67,16,7.36086466,63.76448191
IYY,67,17,9.125850208,57.33185854
IYY,67,18,18.16850399,43.62378453
IYY,67,19,22.43484576,42.07918456
IYY,67,20,16.9764117,43.70653986
IYY,68,5,-13.79823101,94.97595787
IYY,68,6,-4.195591662,78.90917777
IYY,68,7,-1.04669655,78.77249456
IYY,68,8,-3.674271212,87.28860618
IYY,68,9,-1.297002019,84.42226897
IYY,68,10,3.028341559,76.54038277
IYY,68,11,1.685068602,74.28858859
IYY,68,12,1.334252358,76.00530531
IYY,68,13,3.70361082,63.56166166
IYY,68,14,6.693092363,62.18234742
IYY,68,15,9.539568627,63.49099099
IYY,68,16,12.94044457,42.04401739
IYY,68,17,15.84426475,42.1843566
IYY,68,18,15.57243974,37.02295298
IYY,68,19,16.06308656,33.66869964
IYY,68,20,14.4440369,33.66865255
IYY,69,5,-8.700928296,91.62137775
IYY,69,6,2.461199236,81.0393859
IYY,69,7,2.187864455,85.67176721
IYY,69,8,3.349683116,78.68819317
IYY,69,9,6.455141041,73.71457328
IYY,69,10,7.256531015,67.76720282
IYY,69,11,5.299882956,57.14694695
IYY,69,12,7.66312733,61.81851852
IYY,69,13,9.680168912,56.9997998
IYY,69,14,14.77353988,49.94337174
IYY,69,15,12.73943767,37.33043059
IYY,69,16,11.58371613,36.44849474
IYY,69,17,15.6618718,33.06360395
IYY,69,18,15.26718343,33.06357272
IYY,69,19,12.50020575,33.06359612
IYY,69,20,12.32145379,33.06357317
IYY,70,5,-5.711059064,86.458341
IYY,70,6,-1.247550763,86.70660826
IYY,70,7,2.331617989,86.02946022
IYY,70,8,11.38483688,66.0361407
IYY,70,9,14.49420899,52.00996248
IYY,70,10,13.43312433,47.07851011
IYY,70,11,11.06874963,60.25575576
IYY,70,12,13.00361937,59.71331331
IYY,70,13,8.972794187,47.08178178
IYY,70,14,16.08294831,35.5687733
IYY,70,15,13.00380162,35.56873385
IYY,70,16,15.65610135,32.89065859
IYY,70,17,15.75823999,32.89068185
IYY,70,18,16.08573609,32.89067169
IYY,70,19,14.9949025,32.89068954
IYY,70,20,16.12793063,29.74409327
IYY,71,5,-1.97856131,81.34328954
IYY,71,6,-0.48755354,87.70877856
IYY,71,7,8.153918211,85.22363521
IYY,71,8,12.43683757,66.09392503
IYY,71,9,11.0928995,54.82267909
IYY,71,10,14.85557096,52.4916377
IYY,71,11,12.81032777,41.09643977
IYY,71,12,11.23365216,42.58734773
IYY,71,13,18.87789698,28.79545406
IYY,71,14,16.58413183,28.79547711
IYY,71,15,16.2123979,28.19647784
IYY,71,16,16.45570568,28.1965966
IYY,71,17,20.38467007,25.83590119
IYY,71,18,17.65171301,22.7341994
IYY,71,19,15.86810281,19.52577546
IYY,71,20,12.69547435,16.98255122
IYY,72,5,-4.596582911,89.5743637
IYY,72,6,-2.324147725,89.77679816
IYY,72,7,9.155782141,76.03355096
IYY,72,8,12.88832388,53.82403883
IYY,72,9,14.43910134,55.36290611
IYY,72,10,10.96977444,46.73010781
IYY,72,11,15.27710754,32.9925614
IYY,72,12,18.93602183,26.06059009
IYY,72,13,19.0567008,26.06061644
IYY,72,14,21.18597343,23.00417508
IYY,72,15,19.76800943,23.00419922
IYY,72,16,19.22681181,23.00418218
IYY,72,17,15.35713065,19.52579574
IYY,72,18,14.524972,16.78566568
IYY,72,19,10.96995266,14.01097814
IYY,72,20,10.93842399,8.964046736
IYY,73,5,-2.298105616,89.49983851
IYY,73,6,1.804885105,85.58780615
IYY,73,7,9.486202456,61.04234332
IYY,73,8,6.979571787,54.94152047
IYY,73,9,11.60364723,44.80986385
IYY,73,10,15.98875171,31.40254593
IYY,73,11,18.33965636,26.06061025
IYY,73,12,18.91802272,26.06062073
IYY,73,13,19.1875949,23.00421997
IYY,73,14,21.79417895,23.00419532
IYY,73,15,17.38742291,20.38250304
IYY,73,16,16.55542696,16.7856825
IYY,73,17,15.49453511,16.78568391
IYY,73,18,12.43285881,10.56036288
IYY,73,19,10.5881695,8.51286873
IYY,73,20,10.78144296,8.512812066
IYY,74,5,-1.165799826,87.09850995
IYY,74,6,11.05497997,69.58348778
IYY,74,7,12.85912854,41.71686586
IYY,74,8,13.99017941,40.88813953
IYY,74,9,15.30959438,31.36947409
IYY,74,10,17.88047819,26.45426688
IYY,74,11,20.25868744,26.06061823
IYY,74,12,17.91293506,23.00419781
IYY,74,13,19.74935396,20.38250479
IYY,74,14,18.26426955,17.07641997
IYY,74,15,16.93955323,16.78566442
IYY,74,16,13.95297741,14.41885749
IYY,74,17,12.65521016,8.512851876
IYY,74,18,12.11177724,8.512824411
IYY,74,19,10.12379818,8.512845993
IYY,74,20,9.770866983,8.512846198
IYY,75,5,3.419455187,78.24692446
IYY,75,6,10.65478587,61.69606338
IYY,75,7,12.89732533,40.65726229
IYY,75,8,17.4413309,28.64916674
IYY,75,9,17.73596818,26.45428774
IYY,75,10,21.93309953,23.54299584
IYY,75,11,17.00793988,20.38247497
IYY,75,12,20.88282301,17.07642622
IYY,75,13,18.32591883,17.07646727
IYY,75,14,17.88405669,14.21592969
IYY,75,15,14.2333895,9.726595686
IYY,75,16,12.99681404,8.512852768
IYY,75,17,11.99104316,8.512828635
IYY,75,18,10.99916333,8.512803923
IYY,75,19,7.897794837,8.512833358
IYY,75,20,6.867700171,8.512790047
IYY,76,5,7.920188663,72.49321356
IYY,76,6,11.96747825,58.93713324
IYY,76,7,16.51815611,33.32353036
IYY,76,8,18.81940118,26.31804103
IYY,76,9,22.55106638,23.54301328
IYY,76,10,20.87707276,17.07643815
IYY,76,11,21.56721804,17.07646267
IYY,76,12,19.72497542,14.10828929
IYY,76,13,17.83938072,14.21591444
IYY,76,14,12.60944522,9.726581891
IYY,76,15,11.1914701,5.408320307
IYY,76,16,10.11039304,5.408281081
IYY,76,17,9.367940183,5.408314892
IYY,76,18,7.439951093,5.408275188
IYY,76,19,7.154544579,5.408293155
IYY,76,20,6.134133146,5.408315336
IYY,77,5,8.330320525,72.59086833
IYY,77,6,14.02990238,33.76266269
IYY,77,7,16.20650755,27.77569568
IYY,77,8,19.12706382,26.31803151
IYY,77,9,19.79359278,14.20804882
IYY,77,10,17.54089057,16.10033313
IYY,77,11,17.01151637,14.51566408
IYY,77,12,14.06379055,13.41622187
IYY,77,13,13.71888492,9.512512169
IYY,77,14,12.60624033,5.408291163
IYY,77,15,9.322117276,5.408258382
IYY,77,16,8.592386495,5.408257339
IYY,77,17,7.632253675,5.408261311
IYY,77,18,7.001643546,4.686746111
IYY,77,19,6.022053302,4.686721414
IYY,77,20,5.401865625,4.686758982
IYY,78,5,12.476641,61.81068781
IYY,78,6,13.13171416,33.24312624
IYY,78,7,17.22070247,26.31803404
IYY,78,8,19.69615877,17.96454407
IYY,78,9,16.93027199,14.5156774
IYY,78,10,17.39942966,13.71878683
IYY,78,11,15.73914856,9.512500119
IYY,78,12,12.9195279,8.144689718
IYY,78,13,11.40859949,7.005359071
IYY,78,14,8.4472747,4.686742744
IYY,78,15,7.732501665,4.686765606
IYY,78,16,6.834892515,4.686729074
IYY,78,17,5.554254304,4.686768358
IYY,78,18,5.391724444,4.686742698
IYY,78,19,4.773543503,4.686742698
IYY,78,20,3.95035512,1.391636832
IYY,79,5,11.61714301,48.3991342
IYY,79,6,15.37364035,24.89564653
IYY,79,7,15.30799585,21.47128796
IYY,79,8,16.04659585,14.16674472
IYY,79,9,15.25049808,16.25303211
IYY,79,10,14.60846314,9.828715658
IYY,79,11,12.8787386,6.784874197
IYY,79,12,11.99591911,7.00534204
IYY,79,13,8.640863392,4.686773721
IYY,79,14,7.672382922,4.686745881
IYY,79,15,6.666817928,4.686731228
IYY,79,16,5.743739914,2.611020679
IYY,79,17,5.933698819,1.391617306
IYY,79,18,5.27548435,1.391650256
IYY,79,19,3.90914564,1.391650256
IYY,79,20,3.911965738,1.391582798
IYY,80,5,13.08823025,34.45906256
IYY,80,6,14.55154828,21.97008136
IYY,80,7,16.15770228,19.45161751
IYY,80,8,13.343616,13.79355723
IYY,80,9,15.41996081,8.465683019
IYY,80,10,13.93289614,6.78482365
IYY,80,11,13.0161451,7.005320608
IYY,80,12,8.669642774,2.411651037
IYY,80,13,7.863161115,2.611042728
IYY,80,14,6.634554604,2.610918816
IYY,80,15,5.892785609,1.391649158
IYY,80,16,5.892854953,1.391637701
IYY,80,17,5.272236267,1.391637701
IYY,80,18,3.907990026,1.391650256
IYY,80,19,3.90914564,1.391650256
IYY,80,20,3.911965738,1.391582798
IYY,81,5,15.60310025,26.38577625
IYY,81,6,16.32189687,20.16169295
IYY,81,7,14.45724523,14.95034218
IYY,81,8,15.61819965,12.39665852
IYY,81,9,15.23946588,6.784851126
IYY,81,10,13.77094779,6.784845287
IYY,81,11,9.874389497,2.41164419
IYY,81,12,7.816728726,2.610948911
IYY,81,13,7.344785688,1.391649505
IYY,81,14,6.219979166,1.391650256
IYY,81,15,5.892785609,1.391649158
IYY,81,16,5.270668499,1.391637701
IYY,81,17,3.984734359,0.388588589
IYY,81,18,2.85275716,0.388504199
IYY,81,19,2.853596463,0.388504199
IYY,81,20,2.856084328,0.388419457
IYY,82,5,12.76779115,22.77210438
IYY,82,6,15.03609827,21.43986367
IYY,82,7,14.1193544,17.47609144
IYY,82,8,15.5856832,7.478611931
IYY,82,9,13.68614398,6.784829715
IYY,82,10,10.76248627,7.005341501
IYY,82,11,7.468754904,2.578863229
IYY,82,12,7.618946463,1.391649505
IYY,82,13,6.216430326,1.391637701
IYY,82,14,5.972032151,0.388504199
IYY,82,15,5.072402056,0.388504199
IYY,82,16,2.849443823,0.388588589
IYY,82,17,2.850281652,0.388588589
IYY,82,18,2.253746646,0.388504199
IYY,82,19,2.254402279,0.388504199
IYY,82,20,2.2567008,0.388419457
IYY,83,5,15.15275415,22.64520436
IYY,83,6,14.44031269,17.41804642
IYY,83,7,15.51515035,12.39665852
IYY,83,8,15.7067789,6.784799201
IYY,83,9,11.53458145,8.016516168
IYY,83,10,8.238256026,1.391625716
IYY,83,11,7.698913194,0.479858908
IYY,83,12,6.014593423,0.388588589
IYY,83,13,5.688159982,0.388588589
IYY,83,14,4.201389898,0.388504199
IYY,83,15,2.251765539,0.388504199
IYY,83,16,2.250795646,0.388588589
IYY,83,17,2.251450023,0.388588589
IYY,83,18,2.253746646,0.388504199
IYY,83,19,1.291916211,0.388504199
IYY,83,20,1.293915348,0.388419457
IYY,84,5,14.15868412,21.29039438
IYY,84,6,14.05830415,17.47606678
IYY,84,7,14.1927353,12.39667349
IYY,84,8,11.85741545,7.051241454
IYY,84,9,9.314772982,7.265981206
IYY,84,10,7.400378637,0.769398316
IYY,84,11,5.987713067,0.388588589
IYY,84,12,4.534070604,0.388588589
IYY,84,13,3.592511384,0.388588589
IYY,84,14,2.251105944,0.388504199
IYY,84,15,2.251765539,0.388504199
IYY,84,16,1.289171549,0.388588589
IYY,84,17,1.28954773,0.388588589
IYY,84,18,1.291539116,0.388504199
IYY,84,19,1.291916211,0.388504199
IYY,84,20,1.293915348,0.388419457
IYY,85,5,16.00682534,19.87955557
IYY,85,6,14.9075848,13.4814354
IYY,85,7,13.85562497,6.78486557
IYY,85,8,10.14824681,9.023201952
IYY,85,9,7.400378637,0.769398316
IYY,85,10,6.220486531,0.388504199
IYY,85,11,4.201760902,0.388588589
IYY,85,12,3.591452824,0.388588589
IYY,85,13,2.248812806,0.388588589
IYY,85,14,1.290032935,0.388504199
IYY,85,15,1.290415356,0.388504199
IYY,85,16,1.289171549,0.388588589
IYY,85,17,1.28954773,0.388588589
IYY,85,18,1.291539116,0.388504199
IYY,85,19,1.291916211,0.388504199
IYY,85,20,1.293915348,0.388419457
IYY,86,5,13.86210048,17.60312288
IYY,86,6,13.20107129,12.39664613
IYY,86,7,11.60028088,7.046057007
IYY,86,8,9.53136499,0.776270576
IYY,86,9,5.884271433,0.388504199
IYY,86,10,4.202179178,0.388504199
IYY,86,11,3.590394889,0.388588589
IYY,86,12,1.287669017,0.388588589
IYY,86,13,1.288044322,0.388588589
IYY,86,14,1.290032935,0.388504199
IYY,86,15,1.290415356,0.388504199
IYY,86,16,1.289171549,0.388588589
IYY,86,17,1.28954773,0.388588589
IYY,86,18,1.291539116,0.388504199
IYY,86,19,1.291916211,0.388504199
IYY,86,20,1.293915348,0.388419457
IYY,87,5,12.8623967,12.57658597
IYY,87,6,11.51683219,12.39666608
IYY,87,7,8.683851905,9.023311301
IYY,87,8,5.920345253,0.407118774
IYY,87,9,4.500778127,0.388504199
