Symbol,Days,RSI,AR,MD ,Calmar
XMPT,12,71,-7.08%,84.50%,-0.1
RSPT,3,81,-7.10%,71.52%,-0.1
SPHD,6,70,-7.14%,84.87%,-0.1
XMPT,13,77,-7.16%,71.55%,-0.1
PHDG,3,73,-7.18%,73.66%,-0.1
XMPT,8,82,-7.18%,71.75%,-0.1
UNL,6,74,-7.20%,67.89%,-0.1
SPLV,2,80,-7.20%,87.68%,-0.1
GNMA,5,69,-7.22%,85.01%,-0.1
SPTI,7,71,-7.23%,86.68%,-0.1
XMPT,3,92,-7.28%,84.48%,-0.1
RSPT,7,68,-7.30%,80.81%,-0.1
UNL,9,67,-7.31%,69.28%,-0.1
XMPT,9,75,-7.31%,85.28%,-0.1
XMPT,8,76,-7.31%,84.87%,-0.1
XMPT,8,75,-7.35%,86.42%,-0.1
EWH,2,93,-7.35%,68.58%,-0.1
SPHD,4,72,-7.35%,85.04%,-0.1
RINF,6,71,-7.37%,76.30%,-0.1
RINF,2,95,-7.38%,70.67%,-0.1
GNMA,8,66,-7.39%,85.02%,-0.1
UNL,8,70,-7.39%,72.64%,-0.1
XMPT,14,69,-7.40%,88.02%,-0.1
XMPT,14,76,-7.40%,72.30%,-0.1
XMPT,13,70,-7.41%,85.33%,-0.1
IOO,3,73,-7.41%,83.43%,-0.1
SPHD,2,90,-7.42%,79.79%,-0.1
DTH,3,80,-7.42%,80.65%,-0.1
GNMA,5,73,-7.42%,83.87%,-0.1
SPTI,8,69,-7.42%,89.58%,-0.1
TQQQ,2,86,-7.43%,81.94%,-0.1
XMPT,8,74,-7.43%,86.75%,-0.1
FDL,3,73,-7.43%,88.03%,-0.1
ZSL,3,81,-7.44%,76.15%,-0.1
XMPT,3,93,-7.44%,84.88%,-0.1
XMPT,13,71,-7.46%,84.47%,-0.1
FXE,3,75,-7.46%,74.97%,-0.1
RINF,2,92,-7.46%,73.33%,-0.1
TQQQ,3,76,-7.47%,80.75%,-0.1
UNL,8,69,-7.48%,70.38%,-0.1
RINF,5,73,-7.50%,76.00%,-0.1
RINF,4,81,-7.51%,73.54%,-0.1
EWH,2,88,-7.51%,69.86%,-0.1
XMPT,10,73,-7.52%,85.60%,-0.1
USCI,3,76,-7.54%,82.00%,-0.1
DTH,4,74,-7.55%,80.05%,-0.1
XMPT,11,72,-7.55%,85.52%,-0.1
TQQQ,4,66,-7.57%,88.50%,-0.1
GNMA,9,66,-7.58%,82.61%,-0.1
SPHD,2,91,-7.60%,75.08%,-0.1
XMPT,9,81,-7.60%,72.69%,-0.1
USCI,3,70,-7.61%,79.09%,-0.1
SPTI,5,76,-7.61%,85.79%,-0.1
XMPT,15,76,-7.61%,69.75%,-0.1
SPHD,8,66,-7.62%,85.45%,-0.1
UNL,3,88,-7.64%,68.47%,-0.1
FDL,2,84,-7.64%,83.39%,-0.1
TQQQ,6,65,-7.65%,86.71%,-0.1
FXE,3,74,-7.65%,77.29%,-0.1
FXE,6,65,-7.66%,70.59%,-0.1
GNMA,6,66,-7.68%,83.50%,-0.1
PHDG,2,85,-7.68%,76.66%,-0.1
RINF,2,94,-7.69%,72.49%,-0.1
IOO,3,72,-7.70%,84.89%,-0.1
GNMA,6,69,-7.72%,85.32%,-0.1
EWH,2,92,-7.72%,71.17%,-0.1
RSPT,8,65,-7.72%,84.92%,-0.1
ZSL,9,72,-7.72%,77.50%,-0.1
TQQQ,4,67,-7.73%,88.00%,-0.1
USCI,3,71,-7.73%,80.72%,-0.1
RSPT,7,67,-7.75%,84.47%,-0.1
BIV,6,73,-7.76%,85.58%,-0.1
XMPT,12,78,-7.77%,71.69%,-0.1
DHS,5,67,-7.78%,87.48%,-0.1
ZSL,8,73,-7.82%,76.83%,-0.1
RSPT,9,65,-7.85%,85.76%,-0.1
GNMA,8,65,-7.86%,85.32%,-0.1
USCI,3,79,-7.86%,84.22%,-0.1
USCI,3,75,-7.87%,80.02%,-0.1
XMPT,10,71,-7.90%,88.61%,-0.1
SPHD,7,67,-7.92%,86.06%,-0.1
TQQQ,3,77,-7.92%,80.71%,-0.1
TQQQ,4,70,-7.92%,83.68%,-0.1
IDLV,2,94,-7.93%,76.15%,-0.1
RINF,4,80,-7.94%,74.06%,-0.1
GNMA,4,76,-7.96%,84.12%,-0.1
RSPT,4,76,-7.97%,73.30%,-0.1
XMPT,15,69,-7.98%,85.09%,-0.1
GNMA,9,65,-7.99%,85.31%,-0.1
PHDG,2,84,-7.99%,77.91%,-0.1
IDLV,4,72,-8.00%,87.68%,-0.1
GNMA,3,80,-8.01%,86.91%,-0.1
ZSL,6,75,-8.01%,78.22%,-0.1
RINF,6,70,-8.02%,77.83%,-0.1
XMPT,12,70,-8.03%,89.24%,-0.1
ZSL,5,77,-8.03%,77.93%,-0.1
IOO,4,65,-8.03%,90.20%,-0.1
XMPT,12,77,-8.04%,72.53%,-0.1
SPHD,3,77,-8.04%,88.21%,-0.1
IDLV,2,89,-8.06%,80.72%,-0.1
ZSL,3,83,-8.06%,75.64%,-0.1
IDLV,6,68,-8.07%,86.74%,-0.1
IDLV,2,93,-8.08%,76.33%,-0.1
RINF,7,66,-8.12%,81.67%,-0.1
XMPT,11,79,-8.12%,74.59%,-0.1
XMPT,4,89,-8.12%,86.37%,-0.1
FDL,3,71,-8.13%,90.76%,-0.1
UNL,4,80,-8.13%,73.67%,-0.1
SPLV,3,66,-8.14%,91.87%,-0.1
SPHD,7,68,-8.17%,87.62%,-0.1
ZSL,14,66,-8.17%,83.97%,-0.1
GNMA,5,68,-8.18%,86.88%,-0.1
IOO,3,68,-8.19%,90.33%,-0.1
TQQQ,5,70,-8.20%,85.95%,-0.1
FXE,2,83,-8.22%,77.83%,-0.1
XMPT,11,70,-8.22%,88.86%,-0.1
IDLV,2,90,-8.23%,79.73%,-0.1
ZSL,4,78,-8.23%,76.29%,-0.1
USCI,3,78,-8.25%,84.61%,-0.1
BIV,9,69,-8.25%,88.78%,-0.1
XMPT,15,75,-8.26%,76.63%,-0.1
RINF,3,86,-8.26%,73.95%,-0.1
DHS,3,73,-8.27%,88.13%,-0.1
RSPT,3,80,-8.27%,74.27%,-0.1
DHS,4,68,-8.29%,89.42%,-0.1
IDLV,6,65,-8.30%,90.72%,-0.1
BIV,3,81,-8.32%,88.26%,-0.1
RINF,6,69,-8.33%,79.13%,-0.1
XMPT,9,72,-8.34%,88.43%,-0.1
RINF,2,90,-8.35%,78.53%,-0.1
UNL,6,73,-8.35%,73.64%,-0.1
GNMA,6,70,-8.36%,85.75%,-0.1
USCI,2,88,-8.43%,81.37%,-0.1
PHDG,2,80,-8.44%,77.49%,-0.1
XMPT,13,67,-8.44%,88.82%,-0.1
XMPT,11,69,-8.45%,88.31%,-0.1
TQQQ,2,85,-8.45%,85.00%,-0.1
DTH,2,87,-8.45%,85.08%,-0.1
UNL,11,65,-8.46%,76.73%,-0.1
UNL,9,66,-8.46%,74.09%,-0.1
ZSL,4,79,-8.49%,81.02%,-0.1
ZSL,3,80,-8.49%,75.37%,-0.1
RINF,5,74,-8.49%,79.32%,-0.1
GNMA,7,65,-8.50%,86.08%,-0.1
UNL,2,94,-8.52%,74.48%,-0.1
SPHD,6,69,-8.53%,88.76%,-0.1
XMPT,13,76,-8.56%,74.60%,-0.1
XMPT,5,83,-8.58%,87.30%,-0.1
TQQQ,3,75,-8.58%,84.27%,-0.1
DTH,2,86,-8.64%,86.11%,-0.1
BIV,2,90,-8.64%,89.99%,-0.1
IDLV,4,73,-8.64%,89.17%,-0.1
FXE,5,67,-8.65%,75.29%,-0.1
UNL,2,95,-8.65%,73.13%,-0.1
IDLV,3,81,-8.67%,81.58%,-0.1
DTH,5,70,-8.67%,87.26%,-0.1
USCI,4,66,-8.67%,85.03%,-0.1
GNMA,5,72,-8.67%,86.42%,-0.1
BIV,4,78,-8.69%,89.00%,-0.1
DHS,2,87,-8.70%,87.18%,-0.1
BIV,5,76,-8.72%,88.81%,-0.1
SPLV,2,79,-8.73%,90.89%,-0.1
BIV,9,68,-8.74%,90.45%,-0.1
TQQQ,3,79,-8.74%,83.89%,-0.1
BIV,3,80,-8.77%,89.86%,-0.1
ZSL,5,76,-8.77%,82.75%,-0.1
XMPT,10,79,-8.80%,77.26%,-0.1
FXE,3,71,-8.81%,80.49%,-0.1
IOO,3,69,-8.84%,89.20%,-0.1
XMPT,6,79,-8.84%,86.66%,-0.1
EWH,2,89,-8.85%,75.32%,-0.1
IOO,3,75,-8.85%,85.51%,-0.1
SPTI,9,68,-8.86%,90.54%,-0.1
GNMA,7,69,-8.87%,86.84%,-0.1
IDLV,3,78,-8.90%,87.89%,-0.1
PHDG,3,76,-8.90%,80.21%,-0.1
EWH,4,68,-8.91%,86.72%,-0.1
DTH,7,66,-8.94%,82.76%,-0.1
IDLV,4,71,-8.94%,88.40%,-0.1
IOO,2,74,-8.94%,88.80%,-0.1
XMPT,14,75,-8.95%,76.06%,-0.1
XMPT,15,66,-8.95%,89.75%,-0.1
USCI,3,73,-8.97%,83.85%,-0.1
ZSL,2,90,-8.98%,80.72%,-0.1
EWH,2,87,-8.99%,76.16%,-0.1
FDL,4,66,-9.00%,92.32%,-0.1
RINF,6,68,-9.01%,83.87%,-0.1
PHDG,2,83,-9.02%,80.21%,-0.1
USCI,3,74,-9.02%,80.45%,-0.1
DTH,3,79,-9.02%,82.51%,-0.1
TQQQ,4,72,-9.03%,84.84%,-0.1
EWH,3,74,-9.04%,86.76%,-0.1
GNMA,8,67,-9.05%,88.12%,-0.1
ZSL,4,77,-9.05%,79.68%,-0.1
DTH,5,69,-9.08%,86.94%,-0.1
IOO,2,75,-9.08%,89.04%,-0.1
DTH,4,71,-9.10%,86.05%,-0.1
SPHD,6,68,-9.10%,88.48%,-0.1
FDL,3,72,-9.12%,89.07%,-0.1
SPTI,4,80,-9.13%,88.79%,-0.1
XMPT,14,67,-9.15%,89.55%,-0.1
SPHD,5,69,-9.15%,89.31%,-0.1
GNMA,6,67,-9.16%,89.32%,-0.1
XMPT,7,76,-9.17%,89.58%,-0.1
RINF,4,78,-9.19%,79.02%,-0.1
SPTI,6,73,-9.19%,88.98%,-0.1
XMPT,12,68,-9.20%,88.44%,-0.1
XMPT,4,87,-9.21%,88.42%,-0.1
IOO,2,83,-9.23%,88.65%,-0.1
IDLV,3,80,-9.25%,86.23%,-0.1
RSPT,6,69,-9.25%,84.94%,-0.1
ZSL,3,82,-9.27%,79.48%,-0.1
USCI,3,66,-9.28%,84.59%,-0.1
SPHD,8,65,-9.29%,87.59%,-0.1
ZSL,5,74,-9.31%,81.31%,-0.1
XMPT,15,67,-9.33%,90.12%,-0.1
ZSL,11,68,-9.34%,81.59%,-0.1
ZSL,7,74,-9.34%,81.19%,-0.1
SPHD,7,66,-9.34%,88.38%,-0.1
FDL,3,70,-9.35%,91.24%,-0.1
DHS,4,66,-9.37%,90.60%,-0.1
FDL,5,66,-9.37%,92.87%,-0.1
PHDG,2,79,-9.37%,80.61%,-0.1
RINF,5,72,-9.40%,81.83%,-0.1
EWH,3,72,-9.42%,86.86%,-0.1
IDLV,4,70,-9.44%,89.23%,-0.1
RSPT,7,66,-9.44%,87.26%,-0.1
RSPT,4,75,-9.47%,80.88%,-0.1
USCI,4,65,-9.48%,86.21%,-0.1
USCI,3,72,-9.48%,85.41%,-0.1
BIV,12,66,-9.48%,92.02%,-0.1
TQQQ,3,65,-9.49%,92.94%,-0.1
FDL,5,65,-9.50%,93.37%,-0.1
DHS,5,65,-9.50%,91.49%,-0.1
XMPT,10,70,-9.52%,90.02%,-0.1
ZSL,3,79,-9.52%,80.48%,-0.1
RSPT,5,72,-9.53%,84.76%,-0.1
IDLV,4,75,-9.54%,83.95%,-0.1
SPHD,9,65,-9.54%,87.23%,-0.1
TQQQ,2,84,-9.55%,86.82%,-0.1
ZSL,13,66,-9.55%,83.35%,-0.1
EWH,2,86,-9.55%,79.23%,-0.1
ZSL,2,86,-9.56%,82.09%,-0.1
UNL,3,87,-9.60%,77.99%,-0.1
IDLV,6,67,-9.62%,88.49%,-0.1
UNL,7,71,-9.65%,78.15%,-0.1
TQQQ,4,74,-9.65%,88.32%,-0.1
RINF,2,91,-9.67%,80.30%,-0.1
RSPT,5,70,-9.68%,84.58%,-0.1
UNL,5,77,-9.69%,77.26%,-0.1
IOO,2,71,-9.71%,90.30%,-0.1
ZSL,9,71,-9.71%,83.74%,-0.1
SPHD,5,68,-9.71%,89.12%,-0.1
DTH,3,77,-9.72%,84.27%,-0.1
TQQQ,2,76,-9.72%,90.14%,-0.1
SPTI,7,70,-9.73%,91.54%,-0.1
FXE,2,82,-9.73%,81.61%,-0.1
IOO,2,80,-9.74%,90.43%,-0.1
SPLV,2,78,-9.75%,91.95%,-0.1
UNL,8,68,-9.75%,79.03%,-0.1
TQQQ,3,66,-9.78%,92.60%,-0.1
RINF,4,79,-9.78%,81.10%,-0.1
XMPT,7,75,-9.78%,90.25%,-0.1
UNL,5,76,-9.79%,78.49%,-0.1
ZSL,12,67,-9.80%,83.23%,-0.1
UNL,8,67,-9.82%,80.04%,-0.1
DHS,4,67,-9.83%,91.30%,-0.1
BIV,4,79,-9.87%,90.26%,-0.1
GNMA,5,67,-9.87%,89.33%,-0.1
FDL,4,67,-9.88%,92.64%,-0.1
ZSL,15,65,-9.88%,84.07%,-0.1
XMPT,14,66,-9.88%,90.18%,-0.1
SPHD,3,76,-9.89%,90.97%,-0.1
UNL,7,69,-9.90%,80.80%,-0.1
RSPT,6,68,-9.92%,86.10%,-0.1
RINF,3,85,-9.93%,79.85%,-0.1
IDLV,7,65,-9.93%,90.45%,-0.1
FXE,4,69,-9.93%,84.31%,-0.1
USCI,2,87,-9.93%,84.78%,-0.1
FDL,2,82,-9.94%,89.33%,-0.1
FDL,2,83,-9.94%,87.78%,-0.1
UNL,3,85,-9.95%,79.66%,-0.1
GNMA,5,71,-9.95%,88.93%,-0.1
RSPT,3,77,-9.96%,82.21%,-0.1
IOO,2,73,-9.97%,89.66%,-0.1
IOO,3,67,-9.97%,93.29%,-0.1
SPTI,2,92,-9.97%,89.81%,-0.1
TQQQ,3,78,-9.98%,83.86%,-0.1
UNL,3,84,-9.98%,80.52%,-0.1
BIV,7,71,-9.99%,90.21%,-0.1
XMPT,8,73,-10.03%,90.43%,-0.1
EWH,4,67,-10.03%,88.27%,-0.1
SPHD,2,89,-10.06%,84.65%,-0.1
FDL,3,69,-10.07%,91.97%,-0.1
GNMA,4,75,-10.07%,88.81%,-0.1
SPLV,3,65,-10.07%,94.15%,-0.1
BIV,14,65,-10.08%,92.14%,-0.1
IDLV,3,75,-10.08%,90.00%,-0.1
ZSL,2,87,-10.09%,81.30%,-0.1
UNL,6,72,-10.09%,80.37%,-0.1
PHDG,3,68,-10.10%,82.41%,-0.1
IOO,2,78,-10.14%,89.96%,-0.1
ZSL,6,74,-10.14%,82.77%,-0.1
GNMA,4,74,-10.17%,88.50%,-0.1
GNMA,3,79,-10.17%,90.51%,-0.1
FXE,2,81,-10.17%,82.78%,-0.1
BIV,13,65,-10.19%,92.74%,-0.1
ZSL,4,75,-10.19%,84.13%,-0.1
DHS,6,66,-10.20%,91.39%,-0.1
UNL,3,86,-10.21%,80.04%,-0.1
BIV,11,67,-10.23%,92.03%,-0.1
TQQQ,3,68,-10.23%,93.38%,-0.1
DTH,3,78,-10.25%,84.51%,-0.1
ZSL,7,71,-10.26%,85.12%,-0.1
RINF,6,67,-10.27%,84.87%,-0.1
ZSL,4,74,-10.27%,83.24%,-0.1
UNL,5,75,-10.28%,79.95%,-0.1
GNMA,7,68,-10.28%,90.54%,-0.1
ZSL,14,65,-10.29%,84.63%,-0.1
TQQQ,2,82,-10.31%,88.89%,-0.1
ZSL,7,72,-10.31%,83.88%,-0.1
RINF,5,70,-10.31%,85.78%,-0.1
GNMA,5,70,-10.33%,89.63%,-0.1
SPLV,2,76,-10.37%,93.63%,-0.1
SPHD,2,88,-10.42%,84.77%,-0.1
EWH,3,70,-10.43%,90.85%,-0.1
BIV,13,66,-10.44%,92.73%,-0.1
ZSL,8,70,-10.45%,85.37%,-0.1
SPHD,5,70,-10.46%,91.66%,-0.1
DHS,5,66,-10.46%,92.00%,-0.1
IOO,2,77,-10.50%,90.68%,-0.1
UNL,7,70,-10.51%,82.20%,-0.1
EWH,3,73,-10.52%,88.57%,-0.1
SPTI,2,93,-10.53%,89.84%,-0.1
IOO,3,65,-10.53%,93.43%,-0.1
RINF,7,65,-10.54%,85.75%,-0.1
BIV,8,69,-10.57%,92.72%,-0.1
IOO,3,66,-10.57%,92.69%,-0.1
DTH,2,85,-10.60%,90.16%,-0.1
RSPT,2,87,-10.61%,81.32%,-0.1
RINF,6,66,-10.65%,84.44%,-0.1
SPHD,4,71,-10.66%,89.99%,-0.1
TQQQ,3,67,-10.70%,93.62%,-0.1
ZSL,9,70,-10.70%,85.46%,-0.1
EWH,3,68,-10.74%,90.07%,-0.1
IDLV,3,76,-10.74%,91.05%,-0.1
FDL,4,65,-10.74%,94.07%,-0.1
ZSL,2,88,-10.74%,84.80%,-0.1
IDLV,3,77,-10.75%,91.51%,-0.1
GNMA,4,73,-10.76%,90.13%,-0.1
TQQQ,3,74,-10.77%,88.52%,-0.1
TQQQ,3,73,-10.78%,88.46%,-0.1
TQQQ,4,65,-10.78%,94.02%,-0.1
USCI,2,83,-10.79%,85.76%,-0.1
EWH,3,71,-10.81%,90.17%,-0.1
IOO,2,72,-10.81%,91.05%,-0.1
IOO,2,82,-10.82%,90.90%,-0.1
PHDG,3,74,-10.82%,84.22%,-0.1
EWH,5,65,-10.82%,89.13%,-0.1
DHS,4,65,-10.84%,91.99%,-0.1
XMPT,12,67,-10.85%,92.02%,-0.1
SPTI,5,75,-10.86%,91.64%,-0.1
ZSL,10,69,-10.86%,85.88%,-0.1
BIV,2,89,-10.87%,92.68%,-0.1
SPTI,3,85,-10.87%,91.01%,-0.1
RSPT,7,65,-10.89%,88.72%,-0.1
FDL,4,68,-10.91%,93.89%,-0.1
DTH,6,67,-10.93%,86.71%,-0.1
DTH,5,68,-10.93%,89.89%,-0.1
UNL,5,74,-10.94%,81.98%,-0.1
USCI,2,82,-10.95%,85.28%,-0.1
FXE,5,66,-10.97%,84.35%,-0.1
BIV,7,70,-10.97%,91.56%,-0.1
ZSL,5,75,-10.98%,86.48%,-0.1
DHS,3,72,-10.98%,91.24%,-0.1
ZSL,7,73,-11.00%,85.57%,-0.1
IDLV,3,79,-11.02%,89.46%,-0.1
XMPT,4,86,-11.03%,91.29%,-0.1
DHS,2,86,-11.03%,90.87%,-0.1
SPHD,5,66,-11.06%,90.96%,-0.1
TQQQ,2,75,-11.07%,90.95%,-0.1
EWH,4,66,-11.07%,90.24%,-0.1
RSPT,5,69,-11.07%,89.13%,-0.1
TQQQ,4,73,-11.07%,90.02%,-0.1
IDLV,5,68,-11.08%,91.49%,-0.1
XMPT,4,85,-11.09%,91.10%,-0.1
IOO,2,81,-11.10%,91.39%,-0.1
IOO,2,79,-11.11%,91.63%,-0.1
ZSL,2,85,-11.13%,85.69%,-0.1
SPLV,2,75,-11.13%,94.21%,-0.1
ZSL,5,73,-11.14%,84.70%,-0.1
IDLV,2,88,-11.14%,89.25%,-0.1
XMPT,9,71,-11.15%,92.28%,-0.1
IOO,2,76,-11.20%,92.48%,-0.1
ZSL,2,89,-11.23%,84.35%,-0.1
IDLV,6,66,-11.26%,92.45%,-0.1
SPTI,3,84,-11.26%,91.34%,-0.1
IDLV,3,74,-11.29%,91.29%,-0.1
RINF,4,77,-11.29%,85.81%,-0.1
DTH,2,84,-11.30%,91.11%,-0.1
PHDG,3,75,-11.31%,84.87%,-0.1
XMPT,9,70,-11.32%,92.25%,-0.1
FXE,2,78,-11.34%,86.26%,-0.1
SPHD,6,67,-11.35%,90.81%,-0.1
EWH,2,84,-11.36%,88.19%,-0.1
TQQQ,2,74,-11.38%,92.04%,-0.1
TQQQ,4,71,-11.39%,90.04%,-0.1
GNMA,2,90,-11.43%,90.28%,-0.1
SPHD,3,75,-11.44%,92.47%,-0.1
RINF,5,71,-11.44%,87.56%,-0.1
ZSL,4,73,-11.46%,87.05%,-0.1
DTH,4,70,-11.50%,90.51%,-0.1
UNL,10,65,-11.50%,83.81%,-0.1
XMPT,10,69,-11.53%,92.86%,-0.1
USCI,2,86,-11.53%,87.53%,-0.1
SPLV,2,74,-11.53%,95.29%,-0.1
RSPT,3,79,-11.53%,84.74%,-0.1
SPHD,6,65,-11.53%,91.51%,-0.1
TQQQ,3,69,-11.56%,91.86%,-0.1
SPTI,3,83,-11.57%,91.69%,-0.1
SPTI,4,79,-11.57%,91.28%,-0.1
EWH,4,65,-11.59%,90.87%,-0.1
USCI,3,65,-11.60%,89.86%,-0.1
TQQQ,2,77,-11.60%,91.29%,-0.1
SPHD,6,66,-11.61%,91.42%,-0.1
IOO,2,68,-11.62%,93.13%,-0.1
FDL,2,81,-11.62%,93.64%,-0.1
ZSL,2,84,-11.66%,84.78%,-0.1
SPLV,2,77,-11.67%,94.75%,-0.1
ZSL,8,71,-11.68%,87.33%,-0.1
UNL,3,83,-11.68%,85.35%,-0.1
SPHD,5,65,-11.71%,92.15%,-0.1
ZSL,8,72,-11.72%,86.91%,-0.1
ZSL,4,76,-11.73%,86.60%,-0.1
BIV,4,77,-11.73%,92.52%,-0.1
XMPT,3,91,-11.73%,92.17%,-0.1
ZSL,13,65,-11.73%,87.69%,-0.1
XMPT,11,67,-11.77%,93.95%,-0.1
XMPT,6,78,-11.78%,91.76%,-0.1
RSPT,4,73,-11.78%,88.46%,-0.1
EWH,2,85,-11.79%,86.51%,-0.1
GNMA,6,65,-11.80%,90.40%,-0.1
DTH,3,74,-11.82%,89.15%,-0.1
ZSL,9,69,-11.82%,87.37%,-0.1
RSPT,2,86,-11.83%,84.68%,-0.1
SPTI,6,72,-11.84%,91.88%,-0.1
IDLV,4,74,-11.86%,89.79%,-0.1
ZSL,6,73,-11.86%,86.66%,-0.1
RSPT,3,78,-11.87%,85.60%,-0.1
RINF,4,76,-11.91%,86.98%,-0.1
UNL,4,79,-11.91%,84.10%,-0.1
SPTI,10,66,-11.92%,93.57%,-0.1
XMPT,11,68,-11.93%,92.11%,-0.1
TQQQ,3,70,-11.94%,92.17%,-0.1
RSPT,3,76,-11.95%,87.30%,-0.1
DHS,3,71,-11.98%,93.66%,-0.1
ZSL,3,78,-12.00%,85.32%,-0.1
TQQQ,2,81,-12.01%,91.54%,-0.1
SPHD,3,74,-12.02%,92.72%,-0.1
RSPT,4,74,-12.02%,87.64%,-0.1
BIV,5,75,-12.04%,93.35%,-0.1
GNMA,4,72,-12.05%,91.15%,-0.1
DHS,2,85,-12.05%,92.20%,-0.1
IDLV,4,69,-12.08%,92.78%,-0.1
PHDG,2,77,-12.09%,86.48%,-0.1
TQQQ,2,79,-12.10%,91.29%,-0.1
UNL,9,65,-12.10%,86.47%,-0.1
ZSL,10,68,-12.11%,88.79%,-0.1
DTH,2,83,-12.12%,92.12%,-0.1
XMPT,5,82,-12.14%,91.67%,-0.1
RINF,3,83,-12.16%,87.81%,-0.1
UNL,2,93,-12.17%,85.82%,-0.1
DTH,3,75,-12.19%,89.19%,-0.1
RINF,3,84,-12.20%,86.13%,-0.1
DTH,3,76,-12.20%,89.31%,-0.1
PHDG,2,78,-12.23%,87.59%,-0.1
FXE,3,70,-12.23%,88.75%,-0.1
TQQQ,2,83,-12.24%,90.41%,-0.1
ZSL,6,70,-12.32%,88.06%,-0.1
BIV,11,66,-12.34%,94.04%,-0.1
XMPT,6,77,-12.36%,92.74%,-0.1
IOO,2,70,-12.37%,93.68%,-0.1
IDLV,5,67,-12.38%,93.12%,-0.1
ZSL,6,72,-12.41%,88.61%,-0.1
IOO,2,69,-12.41%,93.49%,-0.1
RINF,2,89,-12.41%,88.73%,-0.1
ZSL,9,68,-12.43%,90.01%,-0.1
RSPT,4,70,-12.46%,90.60%,-0.1
EWH,3,69,-12.50%,92.19%,-0.1
RSPT,6,67,-12.55%,91.33%,-0.1
IDLV,5,69,-12.55%,91.86%,-0.1
RSPT,5,68,-12.55%,91.31%,-0.1
SPHD,3,73,-12.59%,93.55%,-0.1
ZSL,8,69,-12.62%,89.64%,-0.1
ZSL,7,70,-12.63%,88.66%,-0.1
TQQQ,3,72,-12.64%,92.11%,-0.1
GNMA,4,71,-12.64%,92.58%,-0.1
SPHD,7,65,-12.65%,92.54%,-0.1
RINF,3,82,-12.67%,88.97%,-0.1
SPTI,2,91,-12.73%,94.31%,-0.1
ZSL,6,71,-12.74%,89.36%,-0.1
DTH,7,65,-12.74%,90.70%,-0.1
SPTI,8,68,-12.75%,94.60%,-0.1
RINF,4,75,-12.75%,89.90%,-0.1
BIV,2,87,-12.81%,95.42%,-0.1
DHS,3,70,-12.83%,94.02%,-0.1
RSPT,4,72,-12.83%,90.91%,-0.1
IDLV,5,65,-12.84%,93.65%,-0.1
UNL,8,66,-12.85%,87.52%,-0.1
SPHD,3,72,-12.85%,94.03%,-0.1
USCI,2,81,-12.86%,88.10%,-0.1
ZSL,7,68,-12.88%,88.73%,-0.1
XMPT,5,81,-12.89%,92.60%,-0.1
PHDG,2,76,-12.89%,89.72%,-0.1
ZSL,12,66,-12.90%,89.62%,-0.1
SPHD,3,71,-12.91%,93.98%,-0.1
RINF,5,69,-12.93%,89.09%,-0.1
GNMA,5,66,-12.93%,92.52%,-0.1
RSPT,3,75,-12.94%,88.56%,-0.1
BIV,12,65,-12.95%,94.65%,-0.1
XMPT,12,66,-12.95%,94.45%,-0.1
BIV,10,66,-12.95%,94.14%,-0.1
EWH,2,83,-12.97%,91.00%,-0.1
ZSL,3,77,-12.98%,87.50%,-0.1
EWH,2,78,-12.99%,93.77%,-0.1
ZSL,12,65,-12.99%,89.96%,-0.1
UNL,2,92,-13.00%,88.46%,-0.1
UNL,4,78,-13.05%,86.81%,-0.2
XMPT,8,72,-13.08%,94.15%,-0.1
TQQQ,2,78,-13.10%,92.25%,-0.1
IDLV,2,87,-13.10%,91.69%,-0.1
BIV,6,72,-13.10%,93.52%,-0.1
SPHD,5,67,-13.10%,93.38%,-0.1
XMPT,13,66,-13.13%,93.55%,-0.1
SPTI,9,67,-13.18%,94.31%,-0.1
RSPT,5,71,-13.19%,90.18%,-0.1
BIV,10,67,-13.21%,94.38%,-0.1
XMPT,7,74,-13.21%,94.15%,-0.1
GNMA,3,78,-13.22%,93.46%,-0.1
ZSL,11,67,-13.22%,90.55%,-0.1
SPHD,3,70,-13.25%,93.91%,-0.1
FDL,3,68,-13.26%,94.75%,-0.1
USCI,2,79,-13.26%,89.82%,-0.1
USCI,2,85,-13.29%,91.43%,-0.1
TQQQ,2,71,-13.29%,93.01%,-0.1
DTH,4,68,-13.32%,93.96%,-0.1
XMPT,15,65,-13.33%,93.89%,-0.1
XMPT,8,71,-13.34%,94.49%,-0.1
SPHD,2,83,-13.34%,91.57%,-0.1
IDLV,2,83,-13.36%,92.52%,-0.1
XMPT,10,68,-13.38%,95.32%,-0.1
FXE,4,68,-13.38%,91.59%,-0.1
ZSL,10,67,-13.39%,89.74%,-0.1
IDLV,2,85,-13.42%,93.68%,-0.1
IDLV,2,86,-13.42%,92.44%,-0.1
DTH,4,69,-13.46%,93.59%,-0.1
SPTI,11,65,-13.47%,94.88%,-0.1
UNL,3,81,-13.47%,89.60%,-0.2
FXE,3,69,-13.48%,90.63%,-0.1
TQQQ,2,70,-13.48%,93.78%,-0.1
ZSL,7,69,-13.52%,89.69%,-0.2
SPHD,4,70,-13.54%,93.57%,-0.1
ZSL,11,66,-13.56%,90.82%,-0.1
FDL,2,80,-13.57%,95.34%,-0.1
ZSL,3,75,-13.59%,91.51%,-0.1
DTH,6,66,-13.59%,92.08%,-0.1
