Days,RSI,Symbol,AR,MD,Source
6,94,FEX,1.216545962,0.431944048,Does this work? 
6,95,FEX,1.216545962,0.431944048,Does this work? 
5,65,FEX,-15.94663593,95.57948991,Does this work? 
5,66,FEX,-12.37039524,92.54893279,Does this work? 
5,67,FEX,-13.75949028,93.78088925,Does this work? 
5,68,FEX,-10.72975368,89.45282544,Does this work? 
5,69,FEX,-7.600910183,84.60297275,Does this work? 
5,70,FEX,-6.358675413,81.09126207,Does this work? 
5,71,FEX,-4.496888206,78.22153984,Does this work? 
5,72,FEX,-4.715409317,80.16927239,Does this work? 
5,73,FEX,-1.359305337,70.7458601,Does this work? 
5,74,FEX,1.384777925,58.75039049,Does this work? 
5,75,FEX,3.372479496,45.14044221,Does this work? 
5,76,FEX,5.423711204,37.37913015,Does this work? 
5,77,FEX,6.865007953,28.39677187,Does this work? 
5,78,FEX,5.199010541,36.59636667,Does this work? 
5,79,FEX,4.115147045,36.49428961,Does this work? 
5,80,FEX,4.144533967,33.06375677,Does this work? 
5,81,FEX,5.734800203,29.02225703,Does this work? 
5,82,FEX,6.71673912,22.96930459,Does this work? 
5,83,FEX,7.523033253,18.12413628,Does this work? 
5,84,FEX,4.348097279,21.43544795,Does this work? 
5,85,FEX,5.084092089,18.16602454,Does this work? 
5,86,FEX,5.880454949,18.6493179,Does this work? 
5,87,FEX,4.51331294,13.63836634,Does this work? 
5,88,FEX,4.057110822,12.18644338,Does this work? 
5,89,FEX,3.111220968,11.2758332,Does this work? 
5,90,FEX,3.230149698,6.760610268,Does this work? 
5,91,FEX,3.229472658,6.057738906,Does this work? 
5,92,FEX,2.495167643,4.735496974,Does this work? 
5,93,FEX,1.790932883,4.830239223,Does this work? 
5,94,FEX,1.48345202,5.509712988,Does this work? 
5,95,FEX,1.522860222,0.431944048,Does this work? 
4,65,FEX,-17.23952058,96.48898091,Does this work? 
4,66,FEX,-16.16560103,95.36716028,Does this work? 
4,67,FEX,-15.6398971,94.97320205,Does this work? 
4,68,FEX,-12.56159914,92.07846631,Does this work? 
4,69,FEX,-11.01834909,90.38467109,Does this work? 
4,70,FEX,-10.3525792,87.52607837,Does this work? 
4,71,FEX,-10.5094529,89.88011578,Does this work? 
4,72,FEX,-9.350881716,87.64177483,Does this work? 
4,73,FEX,-7.696988894,83.98244016,Does this work? 
4,74,FEX,-2.799686208,70.75568469,Does this work? 
4,75,FEX,-1.89926761,71.33097395,Does this work? 
4,76,FEX,0.901884592,61.7824166,Does this work? 
4,77,FEX,2.799719952,50.81503237,Does this work? 
4,78,FEX,2.737309529,53.47641973,Does this work? 
4,79,FEX,6.350794931,36.22366557,Does this work? 
4,80,FEX,6.028719396,31.81902479,Does this work? 
4,81,FEX,5.067053197,35.69862117,Does this work? 
4,82,FEX,4.61102727,31.04128008,Does this work? 
4,83,FEX,1.943607842,39.02800586,Does this work? 
4,84,FEX,4.271298684,29.58571592,Does this work? 
4,85,FEX,4.406378712,24.77234291,Does this work? 
4,86,FEX,4.687497637,21.26240615,Does this work? 
4,87,FEX,3.98730426,19.08711989,Does this work? 
4,88,FEX,3.837508622,23.35178729,Does this work? 
4,89,FEX,4.441130206,23.08248204,Does this work? 
4,90,FEX,3.428353275,22.18531437,Does this work? 
4,91,FEX,2.938890742,16.13277211,Does this work? 
4,92,FEX,1.857186865,15.08046678,Does this work? 
4,93,FEX,3.325331605,9.694976907,Does this work? 
4,94,FEX,2.880842245,5.996154065,Does this work? 
4,95,FEX,1.519295395,8.825586456,Does this work? 
3,65,FEX,-23.41564244,98.78664131,Does this work? 
3,66,FEX,-23.37078101,98.78656692,Does this work? 
3,67,FEX,-23.5082198,98.79955921,Does this work? 
3,68,FEX,-22.17590305,98.44201973,Does this work? 
3,69,FEX,-21.62874466,98.37531505,Does this work? 
3,70,FEX,-21.08896804,97.69920736,Does this work? 
3,71,FEX,-17.42534502,96.38677145,Does this work? 
3,72,FEX,-15.19786015,93.91325816,Does this work? 
3,73,FEX,-15.39218545,94.2207547,Does this work? 
3,74,FEX,-11.7992127,90.56867229,Does this work? 
3,75,FEX,-7.984137708,83.63886003,Does this work? 
3,76,FEX,-5.63828806,74.56213764,Does this work? 
3,77,FEX,-5.874344732,78.38397363,Does this work? 
3,78,FEX,-2.550962333,71.68346639,Does this work? 
3,79,FEX,-1.246314304,66.37243704,Does this work? 
3,80,FEX,0.487387811,61.22917003,Does this work? 
3,81,FEX,4.119877688,51.03580869,Does this work? 
3,82,FEX,2.929264513,50.99573683,Does this work? 
3,83,FEX,4.621110774,44.16377376,Does this work? 
3,84,FEX,2.263633466,50.95892235,Does this work? 
3,85,FEX,3.912550516,37.10945027,Does this work? 
3,86,FEX,4.330372954,37.08768819,Does this work? 
3,87,FEX,3.407295447,36.00644503,Does this work? 
3,88,FEX,3.166905355,34.03211542,Does this work? 
3,89,FEX,1.981477485,32.94531507,Does this work? 
3,90,FEX,1.844238951,30.01454484,Does this work? 
3,91,FEX,2.912464694,28.57456264,Does this work? 
3,92,FEX,2.998572654,24.43860132,Does this work? 
3,93,FEX,2.236062696,21.99407498,Does this work? 
3,94,FEX,2.629081671,24.30903247,Does this work? 
3,95,FEX,1.843129181,21.16267593,Does this work? 
2,65,FEX,-25.77078886,99.31031788,Does this work? 
2,66,FEX,-25.13944676,99.2000818,Does this work? 
2,67,FEX,-26.12669886,99.32653129,Does this work? 
2,68,FEX,-26.71634863,99.36175127,Does this work? 
2,69,FEX,-26.09792919,99.18424916,Does this work? 
2,70,FEX,-25.65285417,99.15037997,Does this work? 
2,71,FEX,-24.08317551,98.82966462,Does this work? 
2,72,FEX,-23.28259273,98.6175558,Does this work? 
2,73,FEX,-23.29237876,98.65546256,Does this work? 
2,74,FEX,-22.15095665,98.40901161,Does this work? 
2,75,FEX,-21.4080202,98.11679351,Does this work? 
2,76,FEX,-19.21942131,97.43642008,Does this work? 
2,77,FEX,-18.06121663,97.20382273,Does this work? 
2,78,FEX,-18.67134482,97.4543022,Does this work? 
2,79,FEX,-18.6148577,97.17472829,Does this work? 
2,80,FEX,-16.13196009,96.8046988,Does this work? 
2,81,FEX,-15.21905198,96.60871553,Does this work? 
2,82,FEX,-13.44688271,95.37896487,Does this work? 
2,83,FEX,-13.36635238,94.45806094,Does this work? 
2,84,FEX,-13.39381802,93.38404868,Does this work? 
2,85,FEX,-11.101807,91.70298354,Does this work? 
2,86,FEX,-9.690788823,90.4302071,Does this work? 
2,87,FEX,-6.68729442,86.14943798,Does this work? 
2,88,FEX,-5.451389481,83.71119044,Does this work? 
2,89,FEX,-1.875230157,77.55904341,Does this work? 
2,90,FEX,-2.044084051,71.54282668,Does this work? 
2,91,FEX,2.731574586,45.82884143,Does this work? 
2,92,FEX,3.436059907,48.631567,Does this work? 
2,93,FEX,3.886843877,43.88890652,Does this work? 
2,94,FEX,3.196405683,40.04690685,Does this work? 
2,95,FEX,0.010733914,40.72873506,Does this work? 
15,65,FJP,-0.914881145,61.06068556,Does this work? 
15,66,FJP,2.178970395,51.35060422,Does this work? 
15,67,FJP,3.66755616,43.4835101,Does this work? 
15,68,FJP,3.122741345,43.87469949,Does this work? 
15,69,FJP,3.965945911,39.12853173,Does this work? 
15,70,FJP,4.803911789,27.7331538,Does this work? 
15,71,FJP,4.992352795,18.0463705,Does this work? 
15,72,FJP,1.469563548,18.21018116,Does this work? 
15,73,FJP,1.266407399,24.19998755,Does this work? 
15,74,FJP,2.207163092,11.2581172,Does this work? 
15,75,FJP,2.81897642,5.027662834,Does this work? 
15,76,FJP,1.483700187,5.97854383,Does this work? 
15,77,FJP,1.332198429,4.049770971,Does this work? 
15,78,FJP,1.774183804,1.792662844,Does this work? 
15,79,FJP,2.036280559,0.323130158,Does this work? 
15,80,FJP,1.989334385,0.32312131,Does this work? 
15,81,FJP,1.826577708,0.348172619,Does this work? 
15,82,FJP,1.423093094,0.348172619,Does this work? 
15,83,FJP,1.279074797,0.326455615,Does this work? 
15,84,FJP,1.279074797,0.326455615,Does this work? 
15,85,FJP,1.243183877,0.431938208,Does this work? 
15,86,FJP,1.243183877,0.431938208,Does this work? 
15,87,FJP,1.243183877,0.431938208,Does this work? 
15,88,FJP,1.243183877,0.431938208,Does this work? 
15,89,FJP,1.243183877,0.431938208,Does this work? 
15,90,FJP,1.243183877,0.431938208,Does this work? 
15,91,FJP,1.243183877,0.431938208,Does this work? 
15,92,FJP,1.243183877,0.431938208,Does this work? 
15,93,FJP,1.243183877,0.431938208,Does this work? 
15,94,FJP,1.243183877,0.431938208,Does this work? 
15,95,FJP,1.243183877,0.431938208,Does this work? 
14,65,FJP,-1.75719367,67.10321892,Does this work? 
14,66,FJP,0.100649131,56.80925468,Does this work? 
14,67,FJP,3.207665307,40.26165852,Does this work? 
14,68,FJP,3.893682514,48.32965108,Does this work? 
14,69,FJP,2.290115118,46.75090013,Does this work? 
14,70,FJP,3.502099014,38.13240756,Does this work? 
14,71,FJP,5.579949906,22.06771404,Does this work? 
14,72,FJP,3.446970405,20.36264395,Does this work? 
14,73,FJP,1.140962864,21.70236603,Does this work? 
14,74,FJP,2.305937728,15.35412404,Does this work? 
14,75,FJP,3.106814736,6.621261533,Does this work? 
14,76,FJP,1.502004177,5.97854383,Does this work? 
14,77,FJP,1.410520047,6.810787955,Does this work? 
14,78,FJP,1.07020533,7.490665191,Does this work? 
14,79,FJP,1.773681044,1.792662844,Does this work? 
14,80,FJP,2.033317216,0.323086732,Does this work? 
14,81,FJP,1.876607012,0.326440054,Does this work? 
14,82,FJP,1.826059968,0.348172619,Does this work? 
14,83,FJP,1.422690518,0.348172619,Does this work? 
14,84,FJP,1.278713219,0.326455615,Does this work? 
14,85,FJP,1.278713219,0.326455615,Does this work? 
14,86,FJP,1.242832507,0.431938208,Does this work? 
14,87,FJP,1.242832507,0.431938208,Does this work? 
14,88,FJP,1.242832507,0.431938208,Does this work? 
14,89,FJP,1.242832507,0.431938208,Does this work? 
14,90,FJP,1.242832507,0.431938208,Does this work? 
14,91,FJP,1.242832507,0.431938208,Does this work? 
14,92,FJP,1.242832507,0.431938208,Does this work? 
14,93,FJP,1.242832507,0.431938208,Does this work? 
14,94,FJP,1.242832507,0.431938208,Does this work? 
14,95,FJP,1.242832507,0.431938208,Does this work? 
13,65,FJP,-1.922775647,65.50877364,Does this work? 
13,66,FJP,-0.322486268,63.22695287,Does this work? 
13,67,FJP,1.552095712,43.11253499,Does this work? 
13,68,FJP,2.430586611,48.46695649,Does this work? 
13,69,FJP,3.802881421,49.75102231,Does this work? 
13,70,FJP,3.283436608,41.40404642,Does this work? 
13,71,FJP,4.729241469,29.24626718,Does this work? 
13,72,FJP,4.755399349,19.48815951,Does this work? 
13,73,FJP,0.988938567,24.51721722,Does this work? 
13,74,FJP,1.16742288,21.70236229,Does this work? 
13,75,FJP,1.37309057,20.45509202,Does this work? 
13,76,FJP,2.956943839,9.094817668,Does this work? 
13,77,FJP,1.500013813,5.978564836,Does this work? 
13,78,FJP,1.350314334,7.564166161,Does this work? 
13,79,FJP,1.721985546,3.843447808,Does this work? 
13,80,FJP,1.857630081,1.792573254,Does this work? 
13,81,FJP,2.031164616,0.323157114,Does this work? 
13,82,FJP,1.87450042,0.326511133,Does this work? 
13,83,FJP,1.8239687,0.348348348,Does this work? 
13,84,FJP,1.340303306,0.348348348,Does this work? 
13,85,FJP,1.276788429,0.326526527,Does this work? 
13,86,FJP,1.276788429,0.326526527,Does this work? 
13,87,FJP,1.240916648,0.432032032,Does this work? 
13,88,FJP,1.240916648,0.432032032,Does this work? 
13,89,FJP,1.240916648,0.432032032,Does this work? 
13,90,FJP,1.240916648,0.432032032,Does this work? 
13,91,FJP,1.240916648,0.432032032,Does this work? 
13,92,FJP,1.240916648,0.432032032,Does this work? 
13,93,FJP,1.240916648,0.432032032,Does this work? 
13,94,FJP,1.240916648,0.432032032,Does this work? 
13,95,FJP,1.240916648,0.432032032,Does this work? 
12,65,FJP,-3.54534475,76.03699671,Does this work? 
12,66,FJP,-0.249525249,62.46125715,Does this work? 
12,67,FJP,1.156960245,55.32311107,Does this work? 
12,68,FJP,1.569932176,44.99724122,Does this work? 
12,69,FJP,2.475111181,48.93822876,Does this work? 
12,70,FJP,3.835593441,44.93807071,Does this work? 
12,71,FJP,3.312414224,39.5571142,Does this work? 
12,72,FJP,4.476006812,29.53140886,Does this work? 
12,73,FJP,3.311754794,22.14644376,Does this work? 
12,74,FJP,0.955176178,27.01711712,Does this work? 
12,75,FJP,1.51901001,17.41643796,Does this work? 
12,76,FJP,1.897372533,13.80886482,Does this work? 
12,77,FJP,1.677994357,13.80883989,Does this work? 
12,78,FJP,1.594500816,6.621304603,Does this work? 
12,79,FJP,1.637354777,7.312471203,Does this work? 
12,80,FJP,1.721497977,3.843542826,Does this work? 
12,81,FJP,1.774754232,2.94954955,Does this work? 
12,82,FJP,2.030594067,0.323081996,Does this work? 
12,83,FJP,1.87396927,0.326511133,Does this work? 
12,84,FJP,1.873802959,0.326511133,Does this work? 
12,85,FJP,1.276427704,0.326526527,Does this work? 
12,86,FJP,1.276427704,0.326526527,Does this work? 
12,87,FJP,1.240572137,0.432032032,Does this work? 
12,88,FJP,1.240572137,0.432032032,Does this work? 
12,89,FJP,1.240572137,0.432032032,Does this work? 
12,90,FJP,1.240572137,0.432032032,Does this work? 
12,91,FJP,1.240572137,0.432032032,Does this work? 
12,92,FJP,1.240572137,0.432032032,Does this work? 
12,93,FJP,1.240572137,0.432032032,Does this work? 
12,94,FJP,1.240572137,0.432032032,Does this work? 
12,95,FJP,1.240572137,0.432032032,Does this work? 
11,65,FJP,-4.410984131,81.52051988,Does this work? 
11,66,FJP,-3.422781412,72.50635851,Does this work? 
11,67,FJP,0.003980884,59.16022516,Does this work? 
11,68,FJP,1.006762269,53.04755101,Does this work? 
11,69,FJP,1.451718882,52.58612405,Does this work? 
11,70,FJP,3.048717885,48.24172119,Does this work? 
11,71,FJP,1.82844499,46.95623575,Does this work? 
11,72,FJP,4.184646045,32.5789901,Does this work? 
11,73,FJP,3.140557249,31.34074074,Does this work? 
11,74,FJP,2.091744356,35.18708709,Does this work? 
11,75,FJP,0.963840808,24.47617618,Does this work? 
11,76,FJP,0.626884828,25.21581582,Does this work? 
11,77,FJP,1.768338498,13.86876877,Does this work? 
11,78,FJP,0.309222608,25.76538243,Does this work? 
11,79,FJP,1.379017032,10.1901269,Does this work? 
11,80,FJP,1.728016229,5.627676211,Does this work? 
11,81,FJP,1.977581144,2.934134134,Does this work? 
11,82,FJP,1.798363293,4.87967968,Does this work? 
11,83,FJP,1.921593346,1.732032032,Does this work? 
11,84,FJP,1.809597549,1.732032032,Does this work? 
11,85,FJP,1.765186298,1.732032032,Does this work? 
11,86,FJP,1.168445765,1.813713714,Does this work? 
11,87,FJP,1.168445765,1.813713714,Does this work? 
11,88,FJP,1.132637752,1.917617618,Does this work? 
11,89,FJP,1.132637752,1.917617618,Does this work? 
11,90,FJP,1.132637752,1.917617618,Does this work? 
11,91,FJP,1.132637752,1.917617618,Does this work? 
11,92,FJP,1.132637752,1.917617618,Does this work? 
11,93,FJP,1.240221804,0.432032032,Does this work? 
11,94,FJP,1.240221804,0.432032032,Does this work? 
11,95,FJP,1.240221804,0.432032032,Does this work? 
10,65,FJP,-4.024208973,76.03631047,Does this work? 
10,66,FJP,-3.233959262,78.91791247,Does this work? 
10,67,FJP,-3.046783634,74.18054124,Does this work? 
10,68,FJP,-0.879117353,64.2166017,Does this work? 
10,69,FJP,0.412577654,56.50059353,Does this work? 
10,70,FJP,2.026456109,50.7462591,Does this work? 
10,71,FJP,2.355484711,49.84799791,Does this work? 
10,72,FJP,2.542303163,39.67210906,Does this work? 
10,73,FJP,4.413752079,28.925023,Does this work? 
10,74,FJP,2.81461792,38.9768036,Does this work? 
10,75,FJP,1.782067439,36.25470147,Does this work? 
10,76,FJP,0.643474853,27.96005524,Does this work? 
10,77,FJP,0.843489355,26.73383797,Does this work? 
10,78,FJP,1.280152883,17.84407898,Does this work? 
10,79,FJP,0.268131911,26.6663327,Does this work? 
10,80,FJP,1.469080592,11.7243303,Does this work? 
10,81,FJP,2.068499042,6.042269923,Does this work? 
10,82,FJP,2.118403964,2.737178176,Does this work? 
10,83,FJP,2.269747227,2.737178176,Does this work? 
10,84,FJP,2.165941937,4.203583344,Does this work? 
10,85,FJP,1.950231967,1.532599459,Does this work? 
10,86,FJP,1.825034502,1.532599459,Does this work? 
10,87,FJP,1.761106901,1.532599459,Does this work? 
10,88,FJP,1.308372783,1.614432519,Does this work? 
10,89,FJP,1.272527856,1.718494272,Does this work? 
10,90,FJP,1.272527856,1.718494272,Does this work? 
10,91,FJP,1.272527856,1.718494272,Does this work? 
10,92,FJP,1.272527856,1.718494272,Does this work? 
10,93,FJP,1.23987167,0.432032032,Does this work? 
10,94,FJP,1.23987167,0.432032032,Does this work? 
10,95,FJP,1.23987167,0.432032032,Does this work? 
9,65,FJP,-3.07542486,76.14896861,Does this work? 
9,66,FJP,-2.121381322,68.20472555,Does this work? 
9,67,FJP,-3.442000294,75.41179813,Does this work? 
9,68,FJP,-3.147400051,71.44506494,Does this work? 
9,69,FJP,-2.786119216,75.06295725,Does this work? 
9,70,FJP,0.080972774,58.50977981,Does this work? 
9,71,FJP,1.871683327,51.1258209,Does this work? 
9,72,FJP,2.269899896,42.7339198,Does this work? 
9,73,FJP,2.601580174,38.23291598,Does this work? 
9,74,FJP,1.895629348,37.34988911,Does this work? 
9,75,FJP,1.815434279,38.13913734,Does this work? 
9,76,FJP,2.322978374,34.11657829,Does this work? 
9,77,FJP,0.277089444,27.75925926,Does this work? 
9,78,FJP,0.115064276,32.60940941,Does this work? 
9,79,FJP,0.2708619,23.05265265,Does this work? 
9,80,FJP,-0.227227633,30.37277277,Does this work? 
9,81,FJP,-0.204713046,26.67937938,Does this work? 
9,82,FJP,1.556726126,8.028190487,Does this work? 
9,83,FJP,1.825357836,7.562962963,Does this work? 
9,84,FJP,1.921098588,7.562962963,Does this work? 
9,85,FJP,2.246971291,4.311311311,Does this work? 
9,86,FJP,1.869250285,5.753953954,Does this work? 
9,87,FJP,1.986805344,3.521521522,Does this work? 
9,88,FJP,1.581204804,3.521521522,Does this work? 
9,89,FJP,1.06594754,3.521521522,Does this work? 
9,90,FJP,1.308372783,1.614432519,Does this work? 
9,91,FJP,1.272527856,1.718494272,Does this work? 
9,92,FJP,1.272527856,1.718494272,Does this work? 
9,93,FJP,1.272527856,1.718494272,Does this work? 
9,94,FJP,1.23987167,0.432032032,Does this work? 
9,95,FJP,1.23987167,0.432032032,Does this work? 
8,65,FJP,-4.003905084,79.84367786,Does this work? 
8,66,FJP,-4.737106987,79.49198704,Does this work? 
8,67,FJP,-2.98555578,72.43733538,Does this work? 
8,68,FJP,-2.502099355,69.92891031,Does this work? 
8,69,FJP,-3.349565128,72.93882633,Does this work? 
8,70,FJP,-2.37367001,71.44679201,Does this work? 
8,71,FJP,-0.793251806,67.36097783,Does this work? 
8,72,FJP,1.162080259,58.71248084,Does this work? 
8,73,FJP,1.832796347,49.9660215,Does this work? 
8,74,FJP,-0.149672328,49.58605325,Does this work? 
8,75,FJP,0.092269746,46.2591151,Does this work? 
8,76,FJP,1.966359073,38.55505484,Does this work? 
8,77,FJP,-0.492133252,34.07339451,Does this work? 
8,78,FJP,-0.733203935,37.8042143,Does this work? 
8,79,FJP,0.537650133,34.57757011,Does this work? 
8,80,FJP,0.17692317,30.03763764,Does this work? 
8,81,FJP,-0.256461483,28.76856857,Does this work? 
8,82,FJP,-0.190221218,29.82402402,Does this work? 
8,83,FJP,1.260872248,9.391491491,Does this work? 
8,84,FJP,1.598807056,7.562962963,Does this work? 
8,85,FJP,2.121838705,7.562962963,Does this work? 
8,86,FJP,2.005673022,7.562962963,Does this work? 
8,87,FJP,2.164346538,7.562962963,Does this work? 
8,88,FJP,1.986805344,3.521521522,Does this work? 
8,89,FJP,1.986805344,3.521521522,Does this work? 
8,90,FJP,1.35844311,1.532599459,Does this work? 
8,91,FJP,1.308372783,1.614432519,Does this work? 
8,92,FJP,1.272527856,1.718494272,Does this work? 
8,93,FJP,1.272527856,1.718494272,Does this work? 
8,94,FJP,1.23987167,0.432032032,Does this work? 
8,95,FJP,1.23987167,0.432032032,Does this work? 
7,65,FJP,-8.534439401,85.93024175,Does this work? 
7,66,FJP,-6.583292187,84.86417251,Does this work? 
7,67,FJP,-6.689679103,84.90120518,Does this work? 
7,68,FJP,-4.546437575,78.90234971,Does this work? 
7,69,FJP,-4.432923314,75.81718788,Does this work? 
7,70,FJP,-2.652597495,67.86559993,Does this work? 
7,71,FJP,-1.120597343,63.82267225,Does this work? 
7,72,FJP,-1.003457588,66.52905908,Does this work? 
7,73,FJP,0.085952218,61.43936618,Does this work? 
7,74,FJP,-0.409342937,61.97589398,Does this work? 
7,75,FJP,-0.489990956,57.86035921,Does this work? 
7,76,FJP,0.42801493,49.36642412,Does this work? 
7,77,FJP,1.339221013,40.59288047,Does this work? 
7,78,FJP,-0.628035742,35.38944283,Does this work? 
7,79,FJP,-1.251595034,38.38231973,Does this work? 
7,80,FJP,-1.83868347,45.37998243,Does this work? 
7,81,FJP,-0.225479362,36.58551632,Does this work? 
7,82,FJP,-0.704905984,36.02134114,Does this work? 
7,83,FJP,-1.461532495,38.65695696,Does this work? 
7,84,FJP,0.517413194,17.29788213,Does this work? 
7,85,FJP,0.866798849,10.59159159,Does this work? 
7,86,FJP,1.811598675,7.562962963,Does this work? 
7,87,FJP,2.072792895,7.562962963,Does this work? 
7,88,FJP,2.13318938,7.562962963,Does this work? 
7,89,FJP,2.073775556,7.562962963,Does this work? 
7,90,FJP,2.331088962,4.876738953,Does this work? 
7,91,FJP,2.231268775,1.532599459,Does this work? 
7,92,FJP,1.71860223,1.532599459,Does this work? 
7,93,FJP,1.272527856,1.718494272,Does this work? 
7,94,FJP,1.272527856,1.718494272,Does this work? 
7,95,FJP,1.23987167,0.432032032,Does this work? 
6,65,FJP,-12.08174584,93.62726435,Does this work? 
6,66,FJP,-13.34842598,92.35646396,Does this work? 
6,67,FJP,-10.71634705,88.48128659,Does this work? 
6,68,FJP,-8.444495081,86.49997517,Does this work? 
6,69,FJP,-7.63330328,83.06749888,Does this work? 
6,70,FJP,-5.443636759,74.76291783,Does this work? 
6,71,FJP,-5.873142947,76.63919822,Does this work? 
6,72,FJP,-3.903629194,71.1347886,Does this work? 
6,73,FJP,-2.864561189,71.30327349,Does this work? 
6,74,FJP,-2.317396055,68.60191193,Does this work? 
6,75,FJP,-0.315350305,59.50836169,Does this work? 
6,76,FJP,-2.177687565,68.7837772,Does this work? 
6,77,FJP,-0.240250343,57.28192175,Does this work? 
6,78,FJP,-1.761452317,55.29793698,Does this work? 
6,79,FJP,0.523218562,39.4527222,Does this work? 
6,80,FJP,-0.672594277,36.53653723,Does this work? 
6,81,FJP,-0.66873201,37.01331957,Does this work? 
6,82,FJP,-1.074990948,37.35822595,Does this work? 
6,83,FJP,-0.952705232,38.41903589,Does this work? 
6,84,FJP,-0.665798006,35.24114757,Does this work? 
6,85,FJP,-2.513887511,41.30020985,Does this work? 
6,86,FJP,-0.256015378,21.01791792,Does this work? 
6,87,FJP,0.678806708,13.84074074,Does this work? 
6,88,FJP,1.339790894,13.62992993,Does this work? 
6,89,FJP,2.454501202,6.042269923,Does this work? 
6,90,FJP,2.588704645,6.042269923,Does this work? 
6,91,FJP,2.149374396,6.042269923,Does this work? 
6,92,FJP,2.415831872,4.876738953,Does this work? 
6,93,FJP,1.655843156,4.876738953,Does this work? 
6,94,FJP,1.578742006,4.281630766,Does this work? 
6,95,FJP,1.599604902,0.327364218,Does this work? 
5,65,FJP,-9.989063572,93.60832444,Does this work? 
5,66,FJP,-11.39467596,93.81820035,Does this work? 
5,67,FJP,-10.69777239,92.23620704,Does this work? 
5,68,FJP,-12.13252168,93.71757794,Does this work? 
5,69,FJP,-12.79841519,92.37693724,Does this work? 
5,70,FJP,-10.8257821,89.23373063,Does this work? 
5,71,FJP,-10.93328591,87.31481473,Does this work? 
5,72,FJP,-8.496495729,80.4355365,Does this work? 
5,73,FJP,-5.48985176,73.85931124,Does this work? 
5,74,FJP,-5.215994853,72.948425,Does this work? 
5,75,FJP,-4.092682995,69.03301767,Does this work? 
5,76,FJP,-3.455996709,72.99458418,Does this work? 
5,77,FJP,-1.668118834,65.33722485,Does this work? 
5,78,FJP,-1.420698839,61.9353026,Does this work? 
5,79,FJP,-1.641335681,55.96671952,Does this work? 
5,80,FJP,-1.986512596,60.20601248,Does this work? 
5,81,FJP,-1.347412345,51.12285614,Does this work? 
5,82,FJP,-1.998275787,47.54271636,Does this work? 
5,83,FJP,-1.137022414,43.43798949,Does this work? 
5,84,FJP,-2.134148112,49.35353252,Does this work? 
5,85,FJP,-1.826313069,42.74072779,Does this work? 
5,86,FJP,-0.9566675,35.30592169,Does this work? 
5,87,FJP,-0.157269603,29.37672452,Does this work? 
5,88,FJP,-0.170114942,24.52530054,Does this work? 
5,89,FJP,0.527930944,16.13134206,Does this work? 
5,90,FJP,1.462469823,12.20905986,Does this work? 
5,91,FJP,1.84368214,12.20905986,Does this work? 
5,92,FJP,2.116294066,12.20905986,Does this work? 
5,93,FJP,2.308471138,6.042269923,Does this work? 
5,94,FJP,2.299786316,4.281630766,Does this work? 
5,95,FJP,1.913821534,4.281630766,Does this work? 
4,65,FJP,-16.87337267,97.57678639,Does this work? 
4,66,FJP,-14.17057795,97.02900229,Does this work? 
4,67,FJP,-14.65122037,96.43759818,Does this work? 
4,68,FJP,-13.82180015,95.22161635,Does this work? 
4,69,FJP,-13.35805418,94.84766924,Does this work? 
4,70,FJP,-11.67807865,93.1030305,Does this work? 
4,71,FJP,-11.75727267,92.01234823,Does this work? 
4,72,FJP,-10.4596302,89.13588147,Does this work? 
4,73,FJP,-12.78039062,91.25704971,Does this work? 
4,74,FJP,-10.02842222,86.13152735,Does this work? 
4,75,FJP,-8.17289594,82.45541103,Does this work? 
4,76,FJP,-5.697479861,75.13130844,Does this work? 
4,77,FJP,-6.975083702,78.60766014,Does this work? 
4,78,FJP,-8.23026715,81.017012,Does this work? 
4,79,FJP,-6.694493817,76.09995996,Does this work? 
4,80,FJP,-4.759177858,68.9596217,Does this work? 
4,81,FJP,-4.416108207,71.71866026,Does this work? 
4,82,FJP,-3.86176963,66.02044829,Does this work? 
4,83,FJP,-2.650684951,60.80274323,Does this work? 
4,84,FJP,-2.508899447,56.1299896,Does this work? 
4,85,FJP,-2.290434304,53.31714929,Does this work? 
4,86,FJP,-2.090945766,50.96999892,Does this work? 
4,87,FJP,-2.163375451,48.51807302,Does this work? 
4,88,FJP,-1.632130768,42.69152527,Does this work? 
4,89,FJP,-0.375598809,34.12039263,Does this work? 
4,90,FJP,0.858967374,25.29188946,Does this work? 
4,91,FJP,1.012872782,17.48713187,Does this work? 
4,92,FJP,0.842045595,17.26245894,Does this work? 
4,93,FJP,1.521752378,13.10979299,Does this work? 
4,94,FJP,1.032413372,12.20089666,Does this work? 
4,95,FJP,1.847479664,12.20089666,Does this work? 
3,65,FJP,-23.69684945,99.10151414,Does this work? 
3,66,FJP,-22.47567166,98.91337351,Does this work? 
3,67,FJP,-21.65952757,98.61494117,Does this work? 
3,68,FJP,-20.78335135,98.05272125,Does this work? 
3,69,FJP,-18.29121432,97.32028652,Does this work? 
3,70,FJP,-17.42192637,97.01227667,Does this work? 
3,71,FJP,-16.46680755,96.77415549,Does this work? 
3,72,FJP,-17.30917029,97.22814689,Does this work? 
3,73,FJP,-17.91318658,97.36773608,Does this work? 
3,74,FJP,-17.36191389,96.57029094,Does this work? 
3,75,FJP,-17.60142956,96.3852214,Does this work? 
3,76,FJP,-14.21678628,93.87789976,Does this work? 
