Lookback (days),RSIs,symbol,AR (%),sharpe_ratio,MD ,calmer_ratio
2,81,FDL,-11.62%,-0.2,93.64%,-0.1
2,84,ZSL,-11.66%,-0.2,84.78%,-0.1
2,77,SPLV,-11.67%,-0.1,94.75%,-0.1
8,71,ZSL,-11.68%,-0.3,87.33%,-0.1
3,83,UNL,-11.68%,-0.5,85.35%,-0.1
5,65,SPHD,-11.71%,-0.2,92.15%,-0.1
8,72,ZSL,-11.72%,-0.4,86.91%,-0.1
4,76,ZSL,-11.73%,-0.3,86.60%,-0.1
4,77,BIV,-11.73%,-0.2,92.52%,-0.1
3,91,XMPT,-11.73%,-0.4,92.17%,-0.1
13,65,ZSL,-11.73%,-0.4,87.69%,-0.1
11,67,XMPT,-11.77%,-0.2,93.95%,-0.1
6,78,XMPT,-11.78%,-0.3,91.76%,-0.1
4,73,RSPT,-11.78%,-0.4,88.46%,-0.1
2,85,EWH,-11.79%,-0.3,86.51%,-0.1
6,65,GNMA,-11.80%,-0.2,90.40%,-0.1
3,74,DTH,-11.82%,-0.3,89.15%,-0.1
9,69,ZSL,-11.82%,-0.3,87.37%,-0.1
2,86,RSPT,-11.83%,-0.4,84.68%,-0.1
6,72,SPTI,-11.84%,-0.3,91.88%,-0.1
4,74,IDLV,-11.86%,-0.4,89.79%,-0.1
6,73,ZSL,-11.86%,-0.3,86.66%,-0.1
3,78,RSPT,-11.87%,-0.4,85.60%,-0.1
4,76,RINF,-11.91%,-0.4,86.98%,-0.1
4,79,UNL,-11.91%,-0.5,84.10%,-0.1
10,66,SPTI,-11.92%,-0.2,93.57%,-0.1
11,68,XMPT,-11.93%,-0.2,92.11%,-0.1
3,70,TQQQ,-11.94%,-0.2,92.17%,-0.1
3,76,RSPT,-11.95%,-0.4,87.30%,-0.1
3,71,DHS,-11.98%,-0.2,93.66%,-0.1
3,78,ZSL,-12.00%,-0.2,85.32%,-0.1
2,81,TQQQ,-12.01%,-0.3,91.54%,-0.1
3,74,SPHD,-12.02%,-0.3,92.72%,-0.1
4,74,RSPT,-12.02%,-0.4,87.64%,-0.1
5,75,BIV,-12.04%,-0.2,93.35%,-0.1
4,72,GNMA,-12.05%,-0.3,91.15%,-0.1
2,85,DHS,-12.05%,-0.3,92.20%,-0.1
4,69,IDLV,-12.08%,-0.3,92.78%,-0.1
2,77,PHDG,-12.09%,-0.2,86.48%,-0.1
2,79,TQQQ,-12.10%,-0.2,91.29%,-0.1
9,65,UNL,-12.10%,-0.4,86.47%,-0.1
10,68,ZSL,-12.11%,-0.4,88.79%,-0.1
2,83,DTH,-12.12%,-0.3,92.12%,-0.1
5,82,XMPT,-12.14%,-0.3,91.67%,-0.1
3,83,RINF,-12.16%,-0.4,87.81%,-0.1
2,93,UNL,-12.17%,-0.6,85.82%,-0.1
3,75,DTH,-12.19%,-0.3,89.19%,-0.1
3,84,RINF,-12.20%,-0.4,86.13%,-0.1
3,76,DTH,-12.20%,-0.4,89.31%,-0.1
2,78,PHDG,-12.23%,-0.2,87.59%,-0.1
3,70,FXE,-12.23%,-0.2,88.75%,-0.1
2,83,TQQQ,-12.24%,-0.3,90.41%,-0.1
6,70,ZSL,-12.32%,-0.3,88.06%,-0.1
11,66,BIV,-12.34%,-0.2,94.04%,-0.1
6,77,XMPT,-12.36%,-0.3,92.74%,-0.1
2,70,IOO,-12.37%,-0.2,93.68%,-0.1
5,67,IDLV,-12.38%,-0.3,93.12%,-0.1
6,72,ZSL,-12.41%,-0.3,88.61%,-0.1
2,69,IOO,-12.41%,-0.2,93.49%,-0.1
2,89,RINF,-12.41%,-0.4,88.73%,-0.1
9,68,ZSL,-12.43%,-0.3,90.01%,-0.1
4,70,RSPT,-12.46%,-0.3,90.60%,-0.1
3,69,EWH,-12.50%,-0.2,92.19%,-0.1
6,67,RSPT,-12.55%,-0.4,91.33%,-0.1
5,69,IDLV,-12.55%,-0.3,91.86%,-0.1
5,68,RSPT,-12.55%,-0.4,91.31%,-0.1
3,73,SPHD,-12.59%,-0.3,93.55%,-0.1
8,69,ZSL,-12.62%,-0.3,89.64%,-0.1
7,70,ZSL,-12.63%,-0.3,88.66%,-0.1
3,72,TQQQ,-12.64%,-0.3,92.11%,-0.1
4,71,GNMA,-12.64%,-0.3,92.58%,-0.1
7,65,SPHD,-12.65%,-0.3,92.54%,-0.1
3,82,RINF,-12.67%,-0.4,88.97%,-0.1
2,91,SPTI,-12.73%,-0.3,94.31%,-0.1
6,71,ZSL,-12.74%,-0.3,89.36%,-0.1
7,65,DTH,-12.74%,-0.3,90.70%,-0.1
8,68,SPTI,-12.75%,-0.3,94.60%,-0.1
4,75,RINF,-12.75%,-0.4,89.90%,-0.1
2,87,BIV,-12.81%,-0.2,95.42%,-0.1
3,70,DHS,-12.83%,-0.3,94.02%,-0.1
4,72,RSPT,-12.83%,-0.4,90.91%,-0.1
5,65,IDLV,-12.84%,-0.3,93.65%,-0.1
8,66,UNL,-12.85%,-0.4,87.52%,-0.1
3,72,SPHD,-12.85%,-0.3,94.03%,-0.1
2,81,USCI,-12.86%,-0.3,88.10%,-0.1
7,68,ZSL,-12.88%,-0.3,88.73%,-0.1
5,81,XMPT,-12.89%,-0.4,92.60%,-0.1
2,76,PHDG,-12.89%,-0.2,89.72%,-0.1
12,66,ZSL,-12.90%,-0.4,89.62%,-0.1
3,71,SPHD,-12.91%,-0.2,93.98%,-0.1
5,69,RINF,-12.93%,-0.3,89.09%,-0.1
5,66,GNMA,-12.93%,-0.2,92.52%,-0.1
3,75,RSPT,-12.94%,-0.4,88.56%,-0.1
12,65,BIV,-12.95%,-0.2,94.65%,-0.1
12,66,XMPT,-12.95%,-0.2,94.45%,-0.1
10,66,BIV,-12.95%,-0.2,94.14%,-0.1
2,83,EWH,-12.97%,-0.3,91.00%,-0.1
3,77,ZSL,-12.98%,-0.2,87.50%,-0.1
2,78,EWH,-12.99%,-0.3,93.77%,-0.1
12,65,ZSL,-12.99%,-0.4,89.96%,-0.1
2,92,UNL,-13.00%,-0.6,88.46%,-0.1
4,78,UNL,-13.05%,-0.6,86.81%,-0.2
8,72,XMPT,-13.08%,-0.3,94.15%,-0.1
2,78,TQQQ,-13.10%,-0.3,92.25%,-0.1
2,87,IDLV,-13.10%,-0.4,91.69%,-0.1
6,72,BIV,-13.10%,-0.2,93.52%,-0.1
5,67,SPHD,-13.10%,-0.3,93.38%,-0.1
13,66,XMPT,-13.13%,-0.2,93.55%,-0.1
9,67,SPTI,-13.18%,-0.3,94.31%,-0.1
5,71,RSPT,-13.19%,-0.5,90.18%,-0.1
10,67,BIV,-13.21%,-0.2,94.38%,-0.1
7,74,XMPT,-13.21%,-0.3,94.15%,-0.1
3,78,GNMA,-13.22%,-0.3,93.46%,-0.1
11,67,ZSL,-13.22%,-0.4,90.55%,-0.1
3,70,SPHD,-13.25%,-0.2,93.91%,-0.1
3,68,FDL,-13.26%,-0.2,94.75%,-0.1
2,79,USCI,-13.26%,-0.3,89.82%,-0.1
2,85,USCI,-13.29%,-0.3,91.43%,-0.1
2,71,TQQQ,-13.29%,-0.2,93.01%,-0.1
4,68,DTH,-13.32%,-0.3,93.96%,-0.1
15,65,XMPT,-13.33%,-0.2,93.89%,-0.1
8,71,XMPT,-13.34%,-0.3,94.49%,-0.1
2,83,SPHD,-13.34%,-0.4,91.57%,-0.1
2,83,IDLV,-13.36%,-0.3,92.52%,-0.1
10,68,XMPT,-13.38%,-0.3,95.32%,-0.1
4,68,FXE,-13.38%,-0.2,91.59%,-0.1
10,67,ZSL,-13.39%,-0.4,89.74%,-0.1
2,85,IDLV,-13.42%,-0.4,93.68%,-0.1
2,86,IDLV,-13.42%,-0.4,92.44%,-0.1
4,69,DTH,-13.46%,-0.4,93.59%,-0.1
11,65,SPTI,-13.47%,-0.3,94.88%,-0.1
3,81,UNL,-13.47%,-0.5,89.60%,-0.2
3,69,FXE,-13.48%,-0.2,90.63%,-0.1
2,70,TQQQ,-13.48%,-0.2,93.78%,-0.1
7,69,ZSL,-13.52%,-0.3,89.69%,-0.2
4,70,SPHD,-13.54%,-0.3,93.57%,-0.1
11,66,ZSL,-13.56%,-0.4,90.82%,-0.1
2,80,FDL,-13.57%,-0.3,95.34%,-0.1
3,75,ZSL,-13.59%,-0.2,91.51%,-0.1
6,66,DTH,-13.59%,-0.4,92.08%,-0.1
2,78,FDL,-13.59%,-0.3,94.79%,-0.1
2,80,USCI,-13.61%,-0.3,90.06%,-0.2
2,79,FXE,-13.63%,-0.2,89.89%,-0.2
4,76,BIV,-13.64%,-0.2,94.48%,-0.1
5,72,ZSL,-13.67%,-0.3,90.08%,-0.2
2,80,TQQQ,-13.67%,-0.3,93.36%,-0.1
5,65,FXE,-13.71%,-0.2,91.22%,-0.2
8,68,BIV,-13.71%,-0.2,95.94%,-0.1
2,85,RSPT,-13.73%,-0.4,88.81%,-0.2
2,75,EWH,-13.73%,-0.3,93.57%,-0.1
4,72,ZSL,-13.74%,-0.3,90.11%,-0.2
3,73,DTH,-13.75%,-0.4,92.39%,-0.1
5,67,RSPT,-13.77%,-0.4,93.98%,-0.1
3,76,ZSL,-13.78%,-0.3,90.89%,-0.2
6,66,RSPT,-13.80%,-0.4,93.35%,-0.1
3,71,TQQQ,-13.80%,-0.3,93.45%,-0.1
2,73,SPLV,-13.82%,-0.2,96.37%,-0.1
5,79,XMPT,-13.82%,-0.3,94.33%,-0.1
2,77,USCI,-13.83%,-0.3,93.21%,-0.1
6,71,UNL,-13.83%,-0.6,88.99%,-0.2
2,84,IDLV,-13.83%,-0.4,93.80%,-0.1
4,78,SPTI,-13.85%,-0.3,94.21%,-0.1
2,82,ZSL,-13.88%,-0.2,92.21%,-0.2
4,77,SPTI,-13.89%,-0.3,93.66%,-0.1
4,73,RINF,-13.90%,-0.4,91.71%,-0.2
5,80,XMPT,-13.91%,-0.4,93.49%,-0.1
2,88,GNMA,-13.93%,-0.4,93.06%,-0.1
3,67,DHS,-13.93%,-0.3,95.10%,-0.1
3,67,EWH,-13.97%,-0.3,94.21%,-0.1
2,83,ZSL,-13.97%,-0.2,89.81%,-0.2
8,68,ZSL,-14.00%,-0.4,91.03%,-0.2
4,66,FXE,-14.01%,-0.2,92.25%,-0.2
2,88,RINF,-14.01%,-0.4,91.34%,-0.2
8,66,ZSL,-14.02%,-0.3,90.04%,-0.2
5,71,BIV,-14.03%,-0.2,95.67%,-0.1
2,87,GNMA,-14.04%,-0.4,94.39%,-0.1
3,82,UNL,-14.04%,-0.6,88.83%,-0.2
3,69,DHS,-14.06%,-0.3,94.75%,-0.1
2,73,TQQQ,-14.06%,-0.3,92.50%,-0.2
3,90,XMPT,-14.10%,-0.5,94.60%,-0.1
3,80,RINF,-14.13%,-0.4,90.98%,-0.2
7,69,BIV,-14.16%,-0.3,95.27%,-0.1
10,66,ZSL,-14.16%,-0.4,91.51%,-0.2
7,67,ZSL,-14.18%,-0.3,91.08%,-0.2
11,65,ZSL,-14.19%,-0.4,91.54%,-0.2
2,80,IDLV,-14.19%,-0.3,94.55%,-0.2
3,81,RINF,-14.19%,-0.5,91.27%,-0.2
2,84,DHS,-14.23%,-0.4,93.48%,-0.2
5,67,DTH,-14.24%,-0.4,92.26%,-0.2
4,71,ZSL,-14.27%,-0.3,90.94%,-0.2
6,76,XMPT,-14.30%,-0.4,94.68%,-0.2
2,79,EWH,-14.32%,-0.3,91.73%,-0.2
2,77,FXE,-14.34%,-0.2,91.11%,-0.2
7,73,XMPT,-14.35%,-0.3,95.32%,-0.2
5,68,RINF,-14.36%,-0.4,90.35%,-0.2
2,87,SPHD,-14.36%,-0.5,91.70%,-0.2
2,89,GNMA,-14.40%,-0.4,94.01%,-0.2
5,74,SPTI,-14.41%,-0.3,94.24%,-0.2
7,68,UNL,-14.41%,-0.5,90.13%,-0.2
4,76,SPTI,-14.44%,-0.3,94.76%,-0.2
4,84,XMPT,-14.46%,-0.4,94.40%,-0.2
4,69,SPHD,-14.47%,-0.3,94.20%,-0.2
6,65,RSPT,-14.50%,-0.4,94.51%,-0.2
2,75,FXE,-14.51%,-0.2,94.34%,-0.2
5,66,RSPT,-14.51%,-0.4,94.23%,-0.2
5,66,DTH,-14.51%,-0.4,92.74%,-0.2
2,82,EWH,-14.52%,-0.4,92.69%,-0.2
3,67,FDL,-14.53%,-0.3,96.33%,-0.2
6,65,DTH,-14.54%,-0.4,94.19%,-0.2
2,78,USCI,-14.56%,-0.3,91.86%,-0.2
6,68,ZSL,-14.60%,-0.3,91.68%,-0.2
9,67,BIV,-14.60%,-0.3,95.78%,-0.2
4,76,UNL,-14.63%,-0.6,91.21%,-0.2
2,81,ZSL,-14.63%,-0.2,93.90%,-0.2
6,65,RINF,-14.64%,-0.4,90.74%,-0.2
2,82,SPHD,-14.69%,-0.4,93.00%,-0.2
6,75,XMPT,-14.69%,-0.3,95.53%,-0.2
2,80,FXE,-14.70%,-0.3,91.38%,-0.2
2,79,FDL,-14.70%,-0.4,95.92%,-0.2
3,72,DTH,-14.71%,-0.4,94.58%,-0.2
2,84,USCI,-14.72%,-0.4,92.45%,-0.2
2,88,BIV,-14.73%,-0.3,96.02%,-0.2
4,71,RSPT,-14.75%,-0.5,92.42%,-0.2
2,75,PHDG,-14.76%,-0.3,92.11%,-0.2
5,74,BIV,-14.82%,-0.3,95.02%,-0.2
2,79,RSPT,-14.83%,-0.4,93.26%,-0.2
4,68,IDLV,-14.85%,-0.4,95.01%,-0.2
2,69,TQQQ,-14.89%,-0.2,95.20%,-0.2
5,71,ZSL,-14.89%,-0.3,91.85%,-0.2
3,66,DHS,-14.90%,-0.3,95.93%,-0.2
2,81,IDLV,-14.90%,-0.4,94.34%,-0.2
4,77,UNL,-14.91%,-0.6,90.41%,-0.2
3,76,GNMA,-14.91%,-0.3,94.19%,-0.2
14,65,XMPT,-14.93%,-0.3,95.36%,-0.2
2,80,ZSL,-14.95%,-0.3,94.00%,-0.2
2,91,UNL,-14.95%,-0.7,92.38%,-0.2
8,70,XMPT,-14.96%,-0.3,96.38%,-0.2
2,90,SPTI,-14.97%,-0.4,95.59%,-0.2
2,72,SPLV,-14.98%,-0.2,96.73%,-0.2
3,82,SPTI,-14.98%,-0.4,94.38%,-0.2
5,67,RINF,-14.98%,-0.4,91.07%,-0.2
3,72,ZSL,-15.01%,-0.2,93.28%,-0.2
2,82,DTH,-15.01%,-0.5,95.16%,-0.2
2,77,EWH,-15.05%,-0.3,94.96%,-0.2
2,82,IDLV,-15.06%,-0.4,94.22%,-0.2
3,74,RSPT,-15.06%,-0.5,92.10%,-0.2
2,76,FXE,-15.09%,-0.2,93.26%,-0.2
4,71,RINF,-15.10%,-0.4,90.48%,-0.2
6,70,BIV,-15.10%,-0.3,96.38%,-0.2
4,68,SPHD,-15.10%,-0.3,95.32%,-0.2
2,76,USCI,-15.11%,-0.3,93.26%,-0.2
9,69,XMPT,-15.16%,-0.3,96.05%,-0.2
2,84,SPHD,-15.20%,-0.4,93.99%,-0.2
2,67,IOO,-15.22%,-0.2,94.90%,-0.2
2,83,DHS,-15.23%,-0.4,93.74%,-0.2
2,79,ZSL,-15.23%,-0.3,93.95%,-0.2
3,75,GNMA,-15.24%,-0.3,94.48%,-0.2
7,69,SPTI,-15.25%,-0.3,95.74%,-0.2
4,67,FXE,-15.29%,-0.3,93.96%,-0.2
8,65,ZSL,-15.33%,-0.3,92.80%,-0.2
5,78,XMPT,-15.35%,-0.4,95.51%,-0.2
2,83,RSPT,-15.36%,-0.5,91.71%,-0.2
9,66,ZSL,-15.38%,-0.4,92.09%,-0.2
2,84,GNMA,-15.39%,-0.4,95.58%,-0.2
3,73,RSPT,-15.39%,-0.5,92.53%,-0.2
2,80,DHS,-15.39%,-0.4,95.72%,-0.2
2,95,XMPT,-15.39%,-0.5,96.42%,-0.2
3,89,XMPT,-15.42%,-0.5,95.53%,-0.2
4,72,RINF,-15.42%,-0.5,92.35%,-0.2
9,67,ZSL,-15.42%,-0.4,92.16%,-0.2
4,74,RINF,-15.43%,-0.5,93.02%,-0.2
2,82,RSPT,-15.46%,-0.5,91.69%,-0.2
2,80,EWH,-15.47%,-0.4,93.16%,-0.2
3,73,IDLV,-15.50%,-0.4,95.27%,-0.2
3,68,DHS,-15.51%,-0.3,95.98%,-0.2
2,76,EWH,-15.51%,-0.3,94.94%,-0.2
2,74,EWH,-15.53%,-0.3,95.22%,-0.2
2,86,SPHD,-15.56%,-0.5,93.02%,-0.2
2,86,BIV,-15.56%,-0.3,97.21%,-0.2
2,75,USCI,-15.60%,-0.3,93.66%,-0.2
4,82,XMPT,-15.60%,-0.4,95.54%,-0.2
4,81,XMPT,-15.62%,-0.4,95.87%,-0.2
3,80,UNL,-15.62%,-0.6,93.71%,-0.2
4,67,SPHD,-15.63%,-0.3,95.53%,-0.2
2,80,SPHD,-15.65%,-0.4,94.44%,-0.2
4,67,DTH,-15.65%,-0.4,95.68%,-0.2
3,77,GNMA,-15.66%,-0.4,94.66%,-0.2
4,69,ZSL,-15.67%,-0.3,93.30%,-0.2
4,69,RSPT,-15.68%,-0.5,94.24%,-0.2
2,85,SPHD,-15.70%,-0.5,94.26%,-0.2
3,79,BIV,-15.75%,-0.3,96.37%,-0.2
4,65,SPHD,-15.77%,-0.3,95.94%,-0.2
10,67,XMPT,-15.79%,-0.3,96.25%,-0.2
6,70,UNL,-15.80%,-0.6,92.60%,-0.2
3,66,EWH,-15.81%,-0.3,95.14%,-0.2
7,67,UNL,-15.83%,-0.5,92.32%,-0.2
5,66,IDLV,-15.83%,-0.4,95.64%,-0.2
2,81,RSPT,-15.84%,-0.4,92.76%,-0.2
3,74,ZSL,-15.85%,-0.3,92.74%,-0.2
9,65,ZSL,-15.88%,-0.4,93.04%,-0.2
3,69,SPHD,-15.91%,-0.3,95.67%,-0.2
2,78,RSPT,-15.95%,-0.4,94.51%,-0.2
4,70,GNMA,-15.96%,-0.4,95.50%,-0.2
4,69,GNMA,-15.97%,-0.4,95.79%,-0.2
3,71,DTH,-15.98%,-0.4,95.62%,-0.2
6,69,ZSL,-16.00%,-0.4,93.21%,-0.2
2,87,RINF,-16.02%,-0.5,93.59%,-0.2
13,65,XMPT,-16.05%,-0.3,96.17%,-0.2
6,71,SPTI,-16.09%,-0.4,95.95%,-0.2
11,65,BIV,-16.10%,-0.3,96.74%,-0.2
10,65,ZSL,-16.12%,-0.5,93.46%,-0.2
2,85,GNMA,-16.14%,-0.4,95.98%,-0.2
4,65,FXE,-16.16%,-0.3,93.78%,-0.2
4,68,GNMA,-16.21%,-0.3,95.77%,-0.2
8,65,UNL,-16.26%,-0.5,92.80%,-0.2
2,68,TQQQ,-16.26%,-0.3,96.04%,-0.2
3,73,ZSL,-16.28%,-0.3,93.31%,-0.2
2,89,SPTI,-16.30%,-0.4,95.98%,-0.2
6,74,XMPT,-16.31%,-0.4,96.90%,-0.2
4,72,BIV,-16.34%,-0.3,97.68%,-0.2
3,65,DHS,-16.37%,-0.3,96.63%,-0.2
4,66,SPHD,-16.39%,-0.4,96.25%,-0.2
4,75,SPTI,-16.40%,-0.4,95.96%,-0.2
3,79,UNL,-16.40%,-0.6,94.18%,-0.2
5,69,ZSL,-16.43%,-0.3,93.73%,-0.2
4,70,ZSL,-16.44%,-0.3,93.47%,-0.2
4,75,BIV,-16.46%,-0.3,96.47%,-0.2
6,71,BIV,-16.48%,-0.4,96.05%,-0.2
2,66,IOO,-16.49%,-0.3,96.09%,-0.2
8,67,ZSL,-16.54%,-0.5,93.52%,-0.2
5,73,BIV,-16.56%,-0.3,96.32%,-0.2
3,65,EWH,-16.58%,-0.3,96.03%,-0.2
11,66,XMPT,-16.60%,-0.3,96.22%,-0.2
7,65,ZSL,-16.64%,-0.4,94.14%,-0.2
2,71,EWH,-16.65%,-0.3,96.34%,-0.2
2,80,RSPT,-16.68%,-0.5,93.83%,-0.2
2,82,DHS,-16.72%,-0.5,95.40%,-0.2
3,72,RSPT,-16.73%,-0.5,94.44%,-0.2
2,72,TQQQ,-16.73%,-0.3,94.76%,-0.2
5,77,XMPT,-16.74%,-0.4,96.47%,-0.2
5,66,ZSL,-16.76%,-0.3,94.35%,-0.2
2,81,EWH,-16.78%,-0.5,94.84%,-0.2
2,78,DHS,-16.82%,-0.4,96.30%,-0.2
5,73,UNL,-16.84%,-0.7,93.12%,-0.2
3,72,IDLV,-16.85%,-0.5,96.04%,-0.2
2,84,RSPT,-16.85%,-0.6,93.43%,-0.2
3,68,FXE,-16.86%,-0.3,94.64%,-0.2
2,81,DTH,-16.91%,-0.5,96.13%,-0.2
10,65,BIV,-16.97%,-0.3,97.38%,-0.2
5,73,SPTI,-16.98%,-0.4,95.99%,-0.2
3,79,RINF,-17.00%,-0.5,93.78%,-0.2
2,74,USCI,-17.05%,-0.3,94.92%,-0.2
4,83,XMPT,-17.06%,-0.5,96.28%,-0.2
10,65,SPTI,-17.08%,-0.4,96.50%,-0.2
8,67,SPTI,-17.09%,-0.4,96.60%,-0.2
5,70,ZSL,-17.10%,-0.4,94.43%,-0.2
2,81,SPHD,-17.11%,-0.5,95.05%,-0.2
3,88,XMPT,-17.11%,-0.5,96.99%,-0.2
2,79,DHS,-17.11%,-0.4,96.86%,-0.2
2,90,UNL,-17.12%,-0.7,95.52%,-0.2
5,70,BIV,-17.12%,-0.3,97.40%,-0.2
3,71,IDLV,-17.13%,-0.5,96.24%,-0.2
3,66,FDL,-17.15%,-0.4,97.78%,-0.2
3,74,GNMA,-17.18%,-0.4,96.15%,-0.2
5,72,BIV,-17.19%,-0.4,96.71%,-0.2
4,73,BIV,-17.20%,-0.3,97.26%,-0.2
6,67,ZSL,-17.22%,-0.4,94.69%,-0.2
2,74,PHDG,-17.23%,-0.4,94.37%,-0.2
3,81,SPTI,-17.23%,-0.4,96.21%,-0.2
3,71,ZSL,-17.27%,-0.3,94.93%,-0.2
2,72,PHDG,-17.27%,-0.4,94.29%,-0.2
2,73,FXE,-17.28%,-0.3,97.19%,-0.2
5,66,RINF,-17.30%,-0.4,93.43%,-0.2
2,74,FXE,-17.31%,-0.3,96.73%,-0.2
2,72,EWH,-17.33%,-0.4,96.44%,-0.2
3,78,RINF,-17.35%,-0.5,93.64%,-0.2
7,72,XMPT,-17.35%,-0.4,97.05%,-0.2
7,66,ZSL,-17.37%,-0.4,94.83%,-0.2
3,80,SPTI,-17.41%,-0.4,96.03%,-0.2
2,86,RINF,-17.43%,-0.5,95.03%,-0.2
9,66,BIV,-17.44%,-0.3,97.26%,-0.2
3,70,IDLV,-17.47%,-0.4,96.32%,-0.2
2,77,FDL,-17.49%,-0.4,97.45%,-0.2
4,69,RINF,-17.51%,-0.4,93.76%,-0.2
2,73,EWH,-17.52%,-0.4,96.69%,-0.2
9,66,SPTI,-17.53%,-0.4,97.10%,-0.2
4,68,RSPT,-17.61%,-0.5,96.21%,-0.2
2,73,USCI,-17.62%,-0.3,95.81%,-0.2
4,80,XMPT,-17.65%,-0.4,96.81%,-0.2
2,74,FDL,-17.65%,-0.4,97.60%,-0.2
5,65,DTH,-17.67%,-0.5,95.47%,-0.2
4,67,IDLV,-17.68%,-0.4,96.84%,-0.2
7,71,XMPT,-17.70%,-0.4,97.71%,-0.2
2,70,EWH,-17.74%,-0.4,96.97%,-0.2
3,69,IDLV,-17.75%,-0.4,96.50%,-0.2
2,69,EWH,-17.75%,-0.3,96.78%,-0.2
2,71,SPLV,-17.75%,-0.3,98.01%,-0.2
6,68,UNL,-17.77%,-0.6,94.21%,-0.2
7,70,XMPT,-17.78%,-0.4,97.99%,-0.2
5,68,ZSL,-17.83%,-0.4,95.09%,-0.2
5,65,RSPT,-17.87%,-0.5,96.46%,-0.2
2,73,PHDG,-17.87%,-0.4,95.06%,-0.2
5,76,XMPT,-17.89%,-0.4,97.43%,-0.2
2,65,IOO,-17.90%,-0.3,97.26%,-0.2
3,86,XMPT,-17.91%,-0.5,97.40%,-0.2
2,67,TQQQ,-17.97%,-0.3,97.17%,-0.2
5,65,GNMA,-17.99%,-0.4,96.21%,-0.2
5,67,ZSL,-18.03%,-0.4,95.48%,-0.2
2,66,TQQQ,-18.06%,-0.3,97.14%,-0.2
2,77,RSPT,-18.07%,-0.5,96.37%,-0.2
3,87,XMPT,-18.09%,-0.5,97.53%,-0.2
5,69,BIV,-18.09%,-0.3,98.07%,-0.2
2,77,DHS,-18.18%,-0.4,97.07%,-0.2
7,66,UNL,-18.23%,-0.6,95.10%,-0.2
3,68,SPHD,-18.23%,-0.4,96.13%,-0.2
4,71,BIV,-18.24%,-0.3,98.38%,-0.2
6,69,UNL,-18.25%,-0.7,94.69%,-0.2
2,94,XMPT,-18.26%,-0.6,97.81%,-0.2
5,72,UNL,-18.26%,-0.8,94.68%,-0.2
2,81,DHS,-18.27%,-0.5,96.77%,-0.2
5,65,RINF,-18.28%,-0.5,94.21%,-0.2
4,79,XMPT,-18.29%,-0.4,97.87%,-0.2
2,71,PHDG,-18.40%,-0.4,95.17%,-0.2
2,78,ZSL,-18.43%,-0.3,96.02%,-0.2
2,86,GNMA,-18.44%,-0.5,97.25%,-0.2
3,84,XMPT,-18.46%,-0.5,97.89%,-0.2
2,69,FXE,-18.47%,-0.3,97.74%,-0.2
3,85,XMPT,-18.47%,-0.5,97.85%,-0.2
2,78,SPHD,-18.48%,-0.5,95.42%,-0.2
3,70,DTH,-18.49%,-0.5,97.35%,-0.2
2,68,EWH,-18.57%,-0.4,97.44%,-0.2
6,69,BIV,-18.57%,-0.4,97.89%,-0.2
3,78,UNL,-18.59%,-0.6,96.16%,-0.2
2,76,FDL,-18.65%,-0.5,98.07%,-0.2
3,68,DTH,-18.66%,-0.5,97.49%,-0.2
4,70,RINF,-18.69%,-0.5,94.61%,-0.2
8,67,BIV,-18.75%,-0.4,97.63%,-0.2
2,79,DTH,-18.76%,-0.6,96.92%,-0.2
4,66,DTH,-18.78%,-0.5,97.05%,-0.2
6,73,XMPT,-18.80%,-0.5,97.55%,-0.2
9,68,XMPT,-18.81%,-0.4,97.90%,-0.2
2,93,XMPT,-18.81%,-0.5,97.83%,-0.2
4,75,UNL,-18.82%,-0.7,95.75%,-0.2
2,79,SPHD,-18.87%,-0.5,95.54%,-0.2
6,65,ZSL,-19.01%,-0.4,96.16%,-0.2
2,83,GNMA,-19.02%,-0.5,97.43%,-0.2
4,74,BIV,-19.02%,-0.4,97.57%,-0.2
4,74,SPTI,-19.05%,-0.5,96.83%,-0.2
6,70,SPTI,-19.08%,-0.5,97.74%,-0.2
2,75,FDL,-19.11%,-0.5,98.24%,-0.2
3,69,DTH,-19.14%,-0.5,97.75%,-0.2
2,85,BIV,-19.18%,-0.4,98.48%,-0.2
3,77,RINF,-19.19%,-0.6,95.45%,-0.2
2,70,SPLV,-19.24%,-0.3,98.51%,-0.2
3,79,SPTI,-19.25%,-0.5,97.21%,-0.2
5,65,ZSL,-19.26%,-0.4,96.64%,-0.2
2,72,USCI,-19.27%,-0.4,97.21%,-0.2
3,67,FXE,-19.30%,-0.3,96.91%,-0.2
2,73,FDL,-19.30%,-0.4,98.20%,-0.2
6,66,ZSL,-19.33%,-0.4,96.37%,-0.2
2,65,TQQQ,-19.36%,-0.3,97.70%,-0.2
2,85,RINF,-19.39%,-0.6,96.11%,-0.2
3,70,ZSL,-19.40%,-0.4,96.70%,-0.2
2,70,PHDG,-19.42%,-0.4,96.01%,-0.2
3,73,GNMA,-19.45%,-0.5,97.28%,-0.2
3,65,FDL,-19.51%,-0.4,98.26%,-0.2
4,67,GNMA,-19.54%,-0.4,97.19%,-0.2
10,66,XMPT,-19.56%,-0.4,98.10%,-0.2
2,80,DTH,-19.58%,-0.6,97.41%,-0.2
2,69,PHDG,-19.60%,-0.4,96.28%,-0.2
2,67,EWH,-19.63%,-0.4,97.94%,-0.2
